split,file,ssim,psnr
train,12945.tif,0.589814,19.671
train,12946.tif,0.572151,20.683
train,12947.tif,0.408138,19.1815
train,12948.tif,0.481954,18.6793
train,12949.tif,0.617688,22.0477
train,1295.tif,0.605448,19.5686
train,12950.tif,0.618009,19.4191
train,12951.tif,0.51528,19.0996
train,12952.tif,0.569187,21.1404
train,12953.tif,0.686517,24.2464
train,12954.tif,0.64435,23.2736
train,12955.tif,0.412966,17.5371
train,12956.tif,0.602644,21.6411
train,12957.tif,0.534647,20.3494
train,12958.tif,0.50146,19.6768
train,12959.tif,0.604982,19.8899
train,1296.tif,0.792678,25.2844
train,12960.tif,0.534441,19.6659
train,12961.tif,0.598267,20.3549
train,12962.tif,0.571089,15.974
train,12963.tif,0.524342,19.1868
train,12964.tif,0.454162,18.8639
train,12965.tif,0.574063,21.7945
train,12966.tif,0.479465,19.7169
train,12967.tif,0.511917,18.0625
train,12968.tif,0.597461,20.9834
train,12969.tif,0.623083,20.5862
train,1297.tif,0.539293,20.6864
train,12970.tif,0.643965,22.7523
train,12971.tif,0.626401,18.9147
train,12972.tif,0.494075,19.8746
train,12973.tif,0.45706,19.3414
train,12974.tif,0.519127,18.0171
train,12975.tif,0.600775,20.0279
train,12976.tif,0.538369,19.3381
train,12977.tif,0.438571,19.0503
train,12978.tif,0.649696,20.0375
train,12979.tif,0.543347,21.3184
train,1298.tif,0.574439,20.1504
train,12980.tif,0.600407,20.5319
train,12981.tif,0.689549,22.7298
train,12982.tif,0.58635,20.4817
train,12983.tif,0.546736,20.4209
train,12984.tif,0.55192,19.5192
train,12985.tif,0.480851,18.4198
train,12986.tif,0.574991,20.6003
train,12987.tif,0.554449,19.4201
train,12988.tif,0.451465,16.4749
train,12989.tif,0.756835,22.9695
train,1299.tif,0.51089,18.1679
train,12990.tif,0.66134,25.0108
train,12991.tif,0.52976,17.354
train,12992.tif,0.563003,19.7198
train,12993.tif,0.541112,18.9468
train,12994.tif,0.479982,18.8393
train,12995.tif,0.575554,20.929
train,12996.tif,0.651102,21.3894
train,12997.tif,0.517252,20.4456
train,12998.tif,0.585053,20.6021
train,12999.tif,0.577547,21.7178
train,13.tif,0.404516,14.2287
train,130.tif,0.531537,17.6437
train,1300.tif,0.666436,21.6644
train,13000.tif,0.482162,19.2524
train,13001.tif,0.501297,18.5092
train,13002.tif,0.504321,19.4156
train,13003.tif,0.592103,19.6236
train,13004.tif,0.570354,22.1741
train,13005.tif,0.47501,17.1703
train,13006.tif,0.789542,25.4775
train,13007.tif,0.596642,18.7922
train,13008.tif,0.545604,20.0289
train,13009.tif,0.734456,21.8001
train,1301.tif,0.582046,18.2645
train,13010.tif,0.776573,21.9129
train,13011.tif,0.508865,18.7081
train,13012.tif,0.555465,19.9164
train,13013.tif,0.591162,19.9764
train,13014.tif,0.569528,18.7724
train,13015.tif,0.691617,23.4052
train,13016.tif,0.681275,22.0466
train,13017.tif,0.507527,19.6792
train,13018.tif,0.508768,18.5281
train,13019.tif,0.509239,20.7313
train,1302.tif,0.499039,18.8204
train,13020.tif,0.570771,18.0101
train,13021.tif,0.546249,19.359
train,13022.tif,0.439717,18.4488
train,13023.tif,0.59708,21.2893
train,13024.tif,0.55042,20.9322
train,13025.tif,0.471279,19.9209
train,13026.tif,0.621962,21.7994
train,13027.tif,0.514397,20.2103
train,13028.tif,0.804749,24.9615
train,13029.tif,0.461586,19.1506
train,1303.tif,0.573132,18.1791
train,13030.tif,0.61056,21.9675
train,13031.tif,0.563431,21.2434
train,13032.tif,0.565183,21.4173
train,13033.tif,0.61494,21.3108
train,13034.tif,0.53511,18.9643
train,13035.tif,0.528368,18.2797
train,13036.tif,0.63591,22.4441
train,13037.tif,0.583704,21.6164
train,13038.tif,0.716628,23.048
train,13039.tif,0.630533,20.9202
train,1304.tif,0.569226,20.4217
train,13040.tif,0.56901,19.1152
train,13041.tif,0.460488,20.258
train,13042.tif,0.456255,19.2762
train,13043.tif,0.542622,19.7101
train,13044.tif,0.64492,20.8455
train,13045.tif,0.61981,20.9806
train,13046.tif,0.616808,21.021
train,13047.tif,0.660261,22.0009
train,13048.tif,0.510184,20.3255
train,13049.tif,0.5319,20.9003
train,1305.tif,0.759161,21.4505
train,13050.tif,0.546646,19.9027
train,13051.tif,0.682427,22.7858
train,13052.tif,0.470688,19.0934
train,13053.tif,0.595468,21.0773
train,13054.tif,0.527119,19.768
train,13055.tif,0.452084,18.3963
train,13056.tif,0.834591,26.0741
train,13057.tif,0.585532,20.4323
train,13058.tif,0.637688,21.7275
train,13059.tif,0.493336,18.0794
train,1306.tif,0.500424,16.7146
train,13060.tif,0.598605,20.6302
train,13061.tif,0.48612,18.776
train,13062.tif,0.540948,19.1039
train,13063.tif,0.487285,15.6843
train,13064.tif,0.621058,21.9369
train,13065.tif,0.553773,19.771
train,13066.tif,0.459597,19.3616
train,13067.tif,0.503774,17.8432
train,13068.tif,0.654154,22.7287
train,13069.tif,0.467672,19.1358
train,1307.tif,0.529339,16.8018
train,13070.tif,0.572373,19.1927
train,13071.tif,0.471561,20.2648
train,13072.tif,0.60583,21.1557
train,13073.tif,0.668236,20.6449
train,13074.tif,0.420267,17.7935
train,13075.tif,0.500078,16.0814
train,13076.tif,0.57408,20.1349
train,13077.tif,0.51641,20.2858
train,13078.tif,0.571155,20.9399
train,13079.tif,0.669569,23.6819
train,1308.tif,0.620639,20.2329
train,13080.tif,0.441757,16.7646
train,13081.tif,0.534355,18.6875
train,13082.tif,0.563491,20.1713
train,13083.tif,0.496648,18.8968
train,13084.tif,0.4816,19.6588
train,13085.tif,0.54921,20.3015
train,13086.tif,0.529186,20.4592
train,13087.tif,0.609215,20.0914
train,13088.tif,0.610026,21.1794
train,13089.tif,0.581021,19.6791
train,1309.tif,0.49847,19.9288
train,13090.tif,0.52454,19.2266
train,13091.tif,0.608168,21.0261
train,13092.tif,0.518439,19.7837
train,13093.tif,0.567669,19.5423
train,13094.tif,0.527309,18.8352
train,13095.tif,0.427199,17.4816
train,13096.tif,0.488407,19.2913
train,13097.tif,0.614587,21.1754
train,13098.tif,0.631398,20.9729
train,13099.tif,0.573925,21.9349
train,131.tif,0.620984,21.4384
train,1310.tif,0.474112,16.6298
train,13100.tif,0.598558,23.3204
train,13101.tif,0.714665,22.7375
train,13102.tif,0.502055,19.7912
train,13103.tif,0.549338,19.9154
train,13104.tif,0.622295,19.9644
train,13105.tif,0.595012,21.7263
train,13106.tif,0.58977,20.3808
train,13107.tif,0.464353,18.9813
train,13108.tif,0.577488,19.5437
train,13109.tif,0.532849,20.9263
train,1311.tif,0.598391,19.4438
train,13110.tif,0.581734,20.5378
train,13111.tif,0.535818,20.4551
train,13112.tif,0.556882,20.1999
train,13113.tif,0.693244,20.3786
train,13114.tif,0.486224,18.4073
train,13115.tif,0.472714,18.4164
train,13116.tif,0.473051,18.5183
train,13117.tif,0.557622,20.9438
train,13118.tif,0.493383,19.7833
train,13119.tif,0.54054,17.5922
train,1312.tif,0.485669,17.4747
train,13120.tif,0.524322,19.7742
train,13121.tif,0.574721,21.2817
train,13122.tif,0.512094,19.8086
train,13123.tif,0.464511,17.0335
train,13124.tif,0.488328,18.6609
train,13125.tif,0.660096,22.0425
train,13126.tif,0.606268,20.7023
train,13127.tif,0.604915,20.9769
train,13128.tif,0.575725,19.3539
train,13129.tif,0.756285,22.7432
train,1313.tif,0.514045,18.0307
train,13130.tif,0.583012,19.6753
train,13131.tif,0.43719,18.1063
train,13132.tif,0.450617,18.4027
train,13133.tif,0.533779,19.8132
train,13134.tif,0.515822,18.5003
train,13135.tif,0.628152,20.3817
train,13136.tif,0.579377,18.904
train,13137.tif,0.581793,18.7601
train,13138.tif,0.689413,23.8399
train,13139.tif,0.569055,21.5306
train,1314.tif,0.512521,19.4071
train,13140.tif,0.671817,21.9265
train,13141.tif,0.47999,18.9237
train,13142.tif,0.58658,22.0881
train,13143.tif,0.620796,21.9262
train,13144.tif,0.495421,19.1208
train,13145.tif,0.547316,19.4304
train,13146.tif,0.613878,18.3901
train,13147.tif,0.527054,20.8039
train,13148.tif,0.600349,22.4704
train,13149.tif,0.529459,19.2823
train,1315.tif,0.691328,20.2608
train,13150.tif,0.423464,17.9999
train,13151.tif,0.649864,23.6272
train,13152.tif,0.459675,18.6424
train,13153.tif,0.592818,21.9676
train,13154.tif,0.657071,23.0987
train,13155.tif,0.619616,21.2018
train,13156.tif,0.522572,18.2943
train,13157.tif,0.645507,22.168
train,13158.tif,0.595093,20.8712
train,13159.tif,0.551917,20.8253
train,1316.tif,0.475277,16.8255
train,13160.tif,0.584675,18.9619
train,13161.tif,0.473978,19.4075
train,13162.tif,0.633031,20.9293
train,13163.tif,0.597033,22.401
train,13164.tif,0.574144,18.7245
train,13165.tif,0.618194,20.88
train,13166.tif,0.609963,20.8099
train,13167.tif,0.435246,19.1077
train,13168.tif,0.602606,21.9036
train,13169.tif,0.566863,19.6849
train,1317.tif,0.572878,21.8244
train,13170.tif,0.565025,19.4173
train,13171.tif,0.625842,21.2952
train,13172.tif,0.576979,21.2556
train,13173.tif,0.522126,18.5197
train,13174.tif,0.567686,19.6369
train,13175.tif,0.518653,20.4252
train,13176.tif,0.666113,20.6144
train,13177.tif,0.466643,19.892
train,13178.tif,0.470451,19.3636
train,13179.tif,0.475545,19.4809
train,1318.tif,0.615164,20.5299
train,13180.tif,0.594608,20.5724
train,13181.tif,0.474338,16.7506
train,13182.tif,0.576767,19.7326
train,13183.tif,0.620784,20.6523
train,13184.tif,0.54567,19.3356
train,13185.tif,0.555808,18.5866
train,13186.tif,0.598454,21.3921
train,13187.tif,0.57407,20.2895
train,13188.tif,0.568433,19.3546
train,13189.tif,0.633623,21.2408
train,1319.tif,0.462645,17.6598
train,13190.tif,0.53655,19.5048
train,13191.tif,0.603575,21.1878
train,13192.tif,0.633449,21.0378
train,13193.tif,0.550409,20.7885
train,13194.tif,0.553731,19.7129
train,13195.tif,0.498464,19.5055
train,13196.tif,0.503699,18.6145
train,13197.tif,0.628365,22.9727
train,13198.tif,0.552576,20.1275
train,13199.tif,0.55756,19.2526
train,132.tif,0.495899,19.309
train,1320.tif,0.443868,18.0067
train,13200.tif,0.589747,19.856
train,13201.tif,0.52196,19.7888
train,13202.tif,0.49007,19.5467
train,13203.tif,0.528378,20.6803
train,13204.tif,0.618072,22.6455
train,13205.tif,0.869983,27.5282
train,13206.tif,0.446518,18.668
train,13207.tif,0.603104,22.5399
train,13208.tif,0.568133,21.5183
train,13209.tif,0.625234,22.4558
train,1321.tif,0.556952,19.8893
train,13210.tif,0.628244,20.2296
train,13211.tif,0.605479,19.408
train,13212.tif,0.46736,16.7356
train,13213.tif,0.612202,18.2442
train,13214.tif,0.561057,20.3625
train,13215.tif,0.566197,17.7483
train,13216.tif,0.428649,17.7091
train,13217.tif,0.486193,20.4459
train,13218.tif,0.570374,20.8427
train,13219.tif,0.490578,19.1278
train,1322.tif,0.640628,21.7949
train,13220.tif,0.530677,20.2754
train,13221.tif,0.569091,22.8859
train,13222.tif,0.605314,20.7117
train,13223.tif,0.401744,17.1183
train,13224.tif,0.544211,20.4154
train,13225.tif,0.654386,22.775
train,13226.tif,0.657982,23.3044
train,13227.tif,0.595684,21.4276
train,13228.tif,0.68358,21.899
train,13229.tif,0.557584,17.8011
train,1323.tif,0.440241,19.5263
train,13230.tif,0.618427,20.6411
train,13231.tif,0.67057,24.0015
train,13232.tif,0.614115,20.7471
train,13233.tif,0.492162,19.059
train,13234.tif,0.497569,16.5173
train,13235.tif,0.647301,20.8155
train,13236.tif,0.658089,20.7647
train,13237.tif,0.754624,23.2141
train,13238.tif,0.518143,20.2908
train,13239.tif,0.515502,19.859
train,1324.tif,0.521163,16.5902
train,13240.tif,0.605822,18.6871
train,13241.tif,0.567007,21.1862
train,13242.tif,0.566664,20.7753
train,13243.tif,0.531564,19.4707
train,13244.tif,0.561472,19.5466
train,13245.tif,0.56397,19.9783
train,13246.tif,0.554464,15.7244
train,13247.tif,0.559955,20.5559
train,13248.tif,0.62499,20.9335
train,13249.tif,0.503442,17.5776
train,1325.tif,0.597363,21.291
train,13250.tif,0.771153,24.6738
train,13251.tif,0.520846,19.5044
train,13252.tif,0.448246,18.5954
train,13253.tif,0.613188,20.014
train,13254.tif,0.546571,20.6077
train,13255.tif,0.616907,21.9618
train,13256.tif,0.445355,18.7591
train,13257.tif,0.526466,16.7873
train,13258.tif,0.508761,19.0702
train,13259.tif,0.560699,17.5692
train,1326.tif,0.479045,17.533
train,13260.tif,0.585006,22.4206
train,13261.tif,0.568739,20.4583
train,13262.tif,0.578087,18.2832
train,13263.tif,0.541942,18.8331
train,13264.tif,0.566908,21.2285
train,13265.tif,0.613094,22.5942
train,13266.tif,0.553714,20.3108
train,13267.tif,0.667289,25.1933
train,13268.tif,0.566381,19.1382
train,13269.tif,0.646767,21.4557
train,1327.tif,0.549209,17.5162
train,13270.tif,0.588768,19.8989
train,13271.tif,0.636476,19.2534
train,13272.tif,0.634287,21.0285
train,13273.tif,0.581393,19.4017
train,13274.tif,0.492609,19.7685
train,13275.tif,0.52179,19.576
train,13276.tif,0.438399,19.1642
train,13277.tif,0.532762,19.2834
train,13278.tif,0.572813,17.9829
train,13279.tif,0.444389,16.6864
train,1328.tif,0.738939,24.2279
train,13280.tif,0.753287,23.8017
train,13281.tif,0.620742,21.3596
train,13282.tif,0.612992,20.0579
train,13283.tif,0.502098,17.6935
train,13284.tif,0.451311,16.7412
train,13285.tif,0.563269,20.2631
train,13286.tif,0.460945,16.6731
train,13287.tif,0.571961,19.6357
train,13288.tif,0.673741,22.6766
train,13289.tif,0.533388,18.9518
train,1329.tif,0.505181,18.2127
train,13290.tif,0.75814,24.1001
train,13291.tif,0.424869,15.5237
train,13292.tif,0.614625,20.2935
train,13293.tif,0.683621,23.1277
train,13294.tif,0.758589,21.5962
train,13295.tif,0.656927,22.5904
train,13296.tif,0.599574,21.6184
train,13297.tif,0.799703,26.5198
train,13298.tif,0.507275,18.7874
train,13299.tif,0.496493,17.1344
train,133.tif,0.58094,20.9454
train,1330.tif,0.603877,19.0909
train,13300.tif,0.503667,18.3523
train,13301.tif,0.530826,19.5939
train,13302.tif,0.447063,19.8261
train,13303.tif,0.540847,20.2369
train,13304.tif,0.505644,20.3875
train,13305.tif,0.80954,23.4244
train,13306.tif,0.77979,22.853
train,13307.tif,0.5573,20.0213
train,13308.tif,0.625486,21.2955
train,13309.tif,0.472114,19.2657
train,1331.tif,0.484693,18.8344
train,13310.tif,0.603041,22.0635
train,13311.tif,0.59556,17.4392
train,13312.tif,0.704237,23.939
train,13313.tif,0.74746,18.6933
train,13314.tif,0.585584,19.966
train,13315.tif,0.604937,19.9764
train,13316.tif,0.516559,19.4913
train,13317.tif,0.597639,19.1765
train,13318.tif,0.33568,18.907
train,13319.tif,0.479896,19.9677
train,1332.tif,0.550438,21.5521
train,13320.tif,0.430692,18.4866
train,13321.tif,0.548998,18.1264
train,13322.tif,0.560026,20.2936
train,13323.tif,0.663609,20.3621
train,13324.tif,0.527188,20.2103
train,13325.tif,0.574998,19.7241
train,13326.tif,0.497885,18.5987
train,13327.tif,0.563197,19.3659
train,13328.tif,0.545819,19.9138
train,13329.tif,0.491568,18.7424
train,1333.tif,0.617418,21.2746
train,13330.tif,0.643581,20.6192
train,13331.tif,0.574071,19.8716
train,13332.tif,0.610515,16.0673
train,13333.tif,0.442848,18.6782
train,13334.tif,0.602104,21.1655
train,13335.tif,0.608517,20.2169
train,13336.tif,0.53785,16.4006
train,13337.tif,0.622438,21.1856
train,13338.tif,0.569382,20.4528
train,13339.tif,0.50866,18.341
train,1334.tif,0.443551,18.5298
train,13340.tif,0.525703,19.8092
train,13341.tif,0.490148,18.188
train,13342.tif,0.56575,18.8565
train,13343.tif,0.528628,18.4544
train,13344.tif,0.620765,21.2914
train,13345.tif,0.563399,20.9326
train,13346.tif,0.618489,19.5951
train,13347.tif,0.542871,20.5437
train,13348.tif,0.586307,18.4633
train,13349.tif,0.573485,20.1261
train,1335.tif,0.621395,21.3747
train,13350.tif,0.574854,21.185
train,13351.tif,0.562463,21.0647
train,13352.tif,0.53924,17.8782
train,13353.tif,0.641461,21.6252
train,13354.tif,0.732625,21.0726
train,13355.tif,0.558802,20.0841
train,13356.tif,0.628874,21.942
train,13357.tif,0.607849,20.3812
train,13358.tif,0.629001,23.1425
train,13359.tif,0.568018,19.5447
train,1336.tif,0.476412,21.4233
train,13360.tif,0.529144,17.5633
train,13361.tif,0.570339,20.7942
train,13362.tif,0.59497,19.3306
train,13363.tif,0.635041,22.7007
train,13364.tif,0.573228,18.6788
train,13365.tif,0.624407,21.4018
train,13366.tif,0.500793,19.5629
train,13367.tif,0.573679,20.4532
train,13368.tif,0.584312,21.823
train,13369.tif,0.536413,19.9564
train,1337.tif,0.518722,20.489
train,13370.tif,0.589921,21.1609
train,13371.tif,0.737538,25.2104
train,13372.tif,0.600896,22.3182
train,13373.tif,0.709059,21.5719
train,13374.tif,0.586103,22.8759
train,13375.tif,0.635039,20.6249
train,13376.tif,0.730999,24.4837
train,13377.tif,0.529435,20.5355
train,13378.tif,0.454823,17.5437
train,13379.tif,0.548421,21.0998
train,1338.tif,0.557988,20.5199
train,13380.tif,0.573801,19.7464
train,13381.tif,0.558187,18.968
train,13382.tif,0.61401,20.8478
train,13383.tif,0.531066,18.4247
train,13384.tif,0.686669,20.6749
train,13385.tif,0.460707,19.3848
train,13386.tif,0.891517,24.4709
train,13387.tif,0.634267,22.3316
train,13388.tif,0.51345,16.9433
train,13389.tif,0.55696,19.6475
train,1339.tif,0.449818,18.7703
train,13390.tif,0.513672,19.9809
train,13391.tif,0.550272,18.4435
train,13392.tif,0.479293,19.1653
train,13393.tif,0.542627,19.7907
train,13394.tif,0.48957,21.6844
train,13395.tif,0.469528,18.2599
train,13396.tif,0.463892,19.0032
train,13397.tif,0.596609,19.9942
train,13398.tif,0.545165,19.7348
train,13399.tif,0.457645,18.1812
train,134.tif,0.547103,18.955
train,1340.tif,0.517927,19.7486
train,13400.tif,0.518604,19.4112
train,13401.tif,0.666902,19.9894
train,13402.tif,0.523754,20.3479
train,13403.tif,0.59441,19.2054
train,13404.tif,0.57985,19.5543
train,13405.tif,0.621336,20.7633
train,13406.tif,0.795389,25.942
train,13407.tif,0.562035,16.9838
train,13408.tif,0.563366,19.4785
train,13409.tif,0.722686,25.9313
train,1341.tif,0.60364,20.3493
train,13410.tif,0.483357,20.4048
train,13411.tif,0.605251,20.1532
train,13412.tif,0.587193,21.5894
train,13413.tif,0.564856,19.6184
train,13414.tif,0.546267,21.0456
train,13415.tif,0.577713,19.973
train,13416.tif,0.629197,22.2271
train,13417.tif,0.667508,21.2847
train,13418.tif,0.598994,19.7588
train,13419.tif,0.590767,20.7976
train,1342.tif,0.346451,16.9223
train,13420.tif,0.609302,20.5587
train,13421.tif,0.587602,21.1824
train,13422.tif,0.642996,21.6423
train,13423.tif,0.478443,17.8829
train,13424.tif,0.603524,20.7937
train,13425.tif,0.572946,20.4793
train,13426.tif,0.650239,21.5748
train,13427.tif,0.482565,20.5573
train,13428.tif,0.59733,19.78
train,13429.tif,0.532824,19.4206
train,1343.tif,0.468573,17.7014
train,13430.tif,0.653143,22.0545
train,13431.tif,0.662229,21.2681
train,13432.tif,0.49655,19.7536
train,13433.tif,0.715185,22.1905
train,13434.tif,0.590396,23.9667
train,13435.tif,0.618054,21.5879
train,13436.tif,0.550271,21.026
train,13437.tif,0.549217,20.8303
train,13438.tif,0.519167,19.2547
train,13439.tif,0.43561,18.7778
train,1344.tif,0.640952,20.7586
train,13440.tif,0.614213,19.8104
train,13441.tif,0.632985,21.9024
train,13442.tif,0.552194,18.7883
train,13443.tif,0.601409,20.5537
train,13444.tif,0.568254,18.2654
train,13445.tif,0.597428,22.0636
train,13446.tif,0.526713,18.6349
train,13447.tif,0.652011,22.6143
train,13448.tif,0.695295,23.7833
train,13449.tif,0.584105,19.7949
train,1345.tif,0.596641,18.0465
train,13450.tif,0.538089,19.9494
train,13451.tif,0.558688,19.9281
train,13452.tif,0.622702,19.8823
train,13453.tif,0.558944,19.4621
train,13454.tif,0.575057,20.5441
train,13455.tif,0.439715,18.8413
train,13456.tif,0.473247,17.8691
train,13457.tif,0.630922,20.4328
train,13458.tif,0.528226,19.663
train,13459.tif,0.649785,21.8415
train,1346.tif,0.609831,17.5735
train,13460.tif,0.551797,19.8004
train,13461.tif,0.54461,18.5966
train,13462.tif,0.517147,19.3024
train,13463.tif,0.423568,17.9078
train,13464.tif,0.586842,20.485
train,13465.tif,0.451207,17.8323
train,13466.tif,0.596918,19.3822
train,13467.tif,0.593004,19.2041
train,13468.tif,0.5416,19.5369
train,13469.tif,0.583363,20.7662
train,1347.tif,0.78174,22.7889
train,13470.tif,0.587771,20.8223
train,13471.tif,0.705926,23.6174
train,13472.tif,0.604166,21.3342
train,13473.tif,0.651996,22.3035
train,13474.tif,0.66689,24.7515
train,13475.tif,0.581899,20.892
train,13476.tif,0.466321,19.5523
train,13477.tif,0.739789,24.3605
train,13478.tif,0.581105,19.3386
train,13479.tif,0.683354,21.5932
train,1348.tif,0.502452,15.652
train,13480.tif,0.589006,20.8462
