split,file,ssim,psnr
val,3180.tif,0.715212,21.4913
val,3181.tif,0.500795,19.6503
val,3182.tif,0.614595,19.8074
val,3183.tif,0.513159,20.2065
val,3184.tif,0.647479,21.3696
val,3185.tif,0.487819,19.0334
val,3186.tif,0.517114,19.4539
val,3187.tif,0.618498,21.9545
val,3188.tif,0.660931,20.6277
val,3189.tif,0.585411,20.8949
val,319.tif,0.459568,17.5556
val,3190.tif,0.508201,17.7817
val,3191.tif,0.542456,20.8832
val,3192.tif,0.57093,19.127
val,3193.tif,0.623722,21.0678
val,3194.tif,0.577558,19.9386
val,3195.tif,0.666799,22.2028
val,3196.tif,0.659538,19.7301
val,3197.tif,0.5498,18.1103
val,3198.tif,0.585132,20.7985
val,3199.tif,0.405462,19.513
val,32.tif,0.593623,20.3259
val,320.tif,0.670797,21.1504
val,3200.tif,0.631655,22.7267
val,3201.tif,0.581364,18.6969
val,3202.tif,0.561284,21.8126
val,3203.tif,0.610026,19.8475
val,3204.tif,0.558208,20.1773
val,3205.tif,0.623071,21.2005
val,3206.tif,0.563545,19.956
val,3207.tif,0.540461,20.7114
val,3208.tif,0.59381,22.1228
val,3209.tif,0.568751,20.8037
val,321.tif,0.48961,17.3321
val,3210.tif,0.487849,17.3586
val,3211.tif,0.602813,20.9469
val,3212.tif,0.463015,18.9985
val,3213.tif,0.489287,19.898
val,3214.tif,0.587237,20.5997
val,3215.tif,0.453942,17.8739
val,3216.tif,0.589363,21.7578
val,3217.tif,0.49532,17.3709
val,3218.tif,0.509577,20.0284
val,3219.tif,0.565349,21.9878
val,322.tif,0.401182,16.9595
val,3220.tif,0.582359,21.3614
val,3221.tif,0.539463,19.5532
val,3222.tif,0.597128,22.2667
val,3223.tif,0.398204,19.154
val,3224.tif,0.444214,18.738
val,3225.tif,0.621186,22.9208
val,3226.tif,0.559754,17.4558
val,3227.tif,0.45728,19.9228
val,3228.tif,0.553297,21.0421
val,3229.tif,0.531098,20.5508
val,323.tif,0.476404,17.1064
val,3230.tif,0.474257,19.4595
val,3231.tif,0.432566,18.215
val,3232.tif,0.565974,18.8197
val,3233.tif,0.592863,22.0491
val,3234.tif,0.439183,17.2788
val,3235.tif,0.511134,20.6601
val,3236.tif,0.647042,23.3432
val,3237.tif,0.473052,18.4055
val,3238.tif,0.541255,21.4764
val,3239.tif,0.617215,20.7328
val,324.tif,0.359241,17.357
val,3240.tif,0.512387,19.9486
val,3241.tif,0.616288,20.3366
val,3242.tif,0.514299,20.3555
val,3243.tif,0.608461,21.1973
val,3244.tif,0.527252,20.7119
val,3245.tif,0.540494,19.6711
val,3246.tif,0.619669,20.6912
val,3247.tif,0.48624,20.7349
val,3248.tif,0.594521,20.9291
val,3249.tif,0.52481,16.6951
val,325.tif,0.491584,18.8648
val,3250.tif,0.696829,24.2005
val,3251.tif,0.586262,22.1256
val,3252.tif,0.524539,21.2105
val,3253.tif,0.568997,22.365
val,3254.tif,0.59303,21.5487
val,3255.tif,0.490739,18.6996
val,3256.tif,0.627056,20.2254
val,3257.tif,0.603191,21.6472
val,3258.tif,0.615598,18.1251
val,3259.tif,0.662129,21.78
val,326.tif,0.521768,18.1955
val,3260.tif,0.536955,21.0552
val,3261.tif,0.458252,20.007
val,3262.tif,0.558195,19.89
val,3263.tif,0.498966,19.8689
val,3264.tif,0.579028,19.6452
val,3265.tif,0.51595,20.0257
val,3266.tif,0.632991,21.9924
val,3267.tif,0.456851,19.3122
val,3268.tif,0.670976,21.7791
val,3269.tif,0.500918,20.99
val,327.tif,0.492407,19.4794
val,3270.tif,0.474071,20.451
val,3271.tif,0.600787,17.8017
val,3272.tif,0.592025,20.1388
val,3273.tif,0.494689,21.5297
val,3274.tif,0.459949,19.3898
val,3275.tif,0.535509,20.3798
val,3276.tif,0.619249,21.3974
val,3277.tif,0.543499,18.3969
val,3278.tif,0.66949,23.2898
val,3279.tif,0.64808,22.2556
val,328.tif,0.479407,17.2244
val,3280.tif,0.575468,22.0396
val,3281.tif,0.4855,19.8401
val,3282.tif,0.478388,19.6943
val,3283.tif,0.58512,18.8493
val,3284.tif,0.492632,18.9032
val,3285.tif,0.442533,18.6241
val,3286.tif,0.617258,22.0392
val,3287.tif,0.651975,21.682
val,3288.tif,0.435835,18.6386
val,3289.tif,0.415752,17.7505
val,329.tif,0.523998,16.861
val,3290.tif,0.615961,22.4693
val,3291.tif,0.532133,18.9345
val,3292.tif,0.463858,19.1714
val,3293.tif,0.457291,18.9927
val,3294.tif,0.62267,21.7438
val,3295.tif,0.590211,21.0389
val,3296.tif,0.587409,20.6948
val,3297.tif,0.571528,22.0875
val,3298.tif,0.489203,18.4305
val,3299.tif,0.710746,20.5033
val,33.tif,0.513983,17.2056
val,330.tif,0.49914,19.2744
val,3300.tif,0.49776,19.1248
val,3301.tif,0.582563,19.1667
val,3302.tif,0.638138,19.6684
val,3303.tif,0.622845,22.8102
val,3304.tif,0.457022,19.024
val,3305.tif,0.528995,20.6593
val,3306.tif,0.594206,21.8481
val,3307.tif,0.567332,17.5302
val,3308.tif,0.502867,20.3693
val,3309.tif,0.583194,19.7727
val,331.tif,0.482942,18.7971
val,3310.tif,0.475412,19.7309
val,3311.tif,0.540717,20.3298
val,3312.tif,0.442911,18.4798
val,3313.tif,0.565206,22.0014
val,3314.tif,0.609757,22.7336
val,3315.tif,0.555322,20.0304
val,3316.tif,0.57584,19.9306
val,3317.tif,0.467083,19.344
val,3318.tif,0.514836,18.92
val,3319.tif,0.518514,20.0181
val,332.tif,0.495962,19.4717
val,3320.tif,0.514022,20.1015
val,3321.tif,0.475241,19.3347
val,3322.tif,0.478694,19.0649
val,3323.tif,0.517781,21.2172
val,3324.tif,0.603142,21.3257
val,3325.tif,0.454806,19.4642
val,3326.tif,0.532443,18.6372
val,3327.tif,0.515828,19.4772
val,3328.tif,0.479522,20.6865
val,3329.tif,0.51765,20.3882
val,333.tif,0.793307,24.6656
val,3330.tif,0.497067,21.0454
val,3331.tif,0.580463,21.3638
val,3332.tif,0.616989,23.1461
val,3333.tif,0.481902,18.8101
val,3334.tif,0.47949,18.9394
val,3335.tif,0.541816,20.6631
val,3336.tif,0.502015,20.3447
val,3337.tif,0.56818,21.9699
val,3338.tif,0.38583,18.8236
val,3339.tif,0.5338,18.5696
val,334.tif,0.416059,18.2579
val,3340.tif,0.671187,21.7028
val,3341.tif,0.458872,20.4325
val,3342.tif,0.490502,19.934
val,3343.tif,0.640959,20.0098
val,3344.tif,0.524172,21.3453
val,3345.tif,0.525715,18.5857
val,3346.tif,0.580392,20.3096
val,3347.tif,0.466596,18.4154
val,3348.tif,0.561231,18.9369
val,3349.tif,0.597364,19.9814
val,335.tif,0.517819,19.7814
val,3350.tif,0.46178,17.7776
val,3351.tif,0.535912,20.3995
val,3352.tif,0.580543,20.2679
val,3353.tif,0.517386,20.7183
val,3354.tif,0.495121,19.7064
val,3355.tif,0.611849,21.6525
val,3356.tif,0.445492,18.6442
val,3357.tif,0.631864,20.8933
val,3358.tif,0.56585,19.6859
val,3359.tif,0.605407,21.7353
val,336.tif,0.459324,18.3308
val,3360.tif,0.589386,21.1436
val,3361.tif,0.445023,17.8782
val,3362.tif,0.619117,22.2194
val,3363.tif,0.575353,19.5828
val,3364.tif,0.505827,21.6934
val,3365.tif,0.637674,21.6855
val,3366.tif,0.591068,21.0166
val,3367.tif,0.714418,22.2237
val,3368.tif,0.480743,19.9793
val,3369.tif,0.59795,20.6667
val,337.tif,0.511953,16.5494
val,3370.tif,0.504183,17.9116
val,3371.tif,0.485374,19.0195
val,3372.tif,0.560167,20.6307
val,3373.tif,0.58353,20.4601
val,3374.tif,0.490558,19.8569
val,3375.tif,0.488418,19.409
val,3376.tif,0.593643,21.541
val,3377.tif,0.431356,19.484
val,3378.tif,0.472649,19.052
val,3379.tif,0.47007,19.1144
val,338.tif,0.501493,17.3825
val,3380.tif,0.623506,22.9147
val,3381.tif,0.51011,18.1934
val,3382.tif,0.5781,21.3482
val,3383.tif,0.410422,18.2449
val,3384.tif,0.694047,23.4203
val,3385.tif,0.422954,19.5617
val,3386.tif,0.585683,20.0196
val,3387.tif,0.597974,22.0122
val,3388.tif,0.491849,19.7024
val,3389.tif,0.528747,20.7383
val,339.tif,0.695317,21.5241
val,3390.tif,0.416567,17.5822
val,3391.tif,0.503423,18.5139
val,3392.tif,0.597602,21.7174
val,3393.tif,0.52096,19.308
val,3394.tif,0.53898,19.4271
val,3395.tif,0.518665,18.9855
val,3396.tif,0.679422,22.511
val,3397.tif,0.517426,19.5001
val,3398.tif,0.603357,21.8914
val,3399.tif,0.577428,21.3222
val,34.tif,0.535363,20.0305
val,340.tif,0.533705,20.1149
val,3400.tif,0.571632,20.7848
val,3401.tif,0.498543,19.0997
val,3402.tif,0.542641,20.705
val,3403.tif,0.58849,19.471
val,3404.tif,0.530001,19.9391
val,3405.tif,0.628992,21.8893
val,3406.tif,0.626587,21.6002
val,3407.tif,0.508379,20.6602
val,3408.tif,0.514033,21.5471
val,3409.tif,0.562004,20.4413
val,341.tif,0.610246,20.041
val,3410.tif,0.519984,19.7393
val,3411.tif,0.493856,20.1732
val,3412.tif,0.626607,21.4045
val,3413.tif,0.724155,22.7762
val,3414.tif,0.525271,20.6497
val,3415.tif,0.610794,22.6833
val,3416.tif,0.475516,19.7895
val,3417.tif,0.631277,22.1169
val,3418.tif,0.592694,21.7495
val,3419.tif,0.563901,20.7473
val,342.tif,0.59744,20.4903
val,3420.tif,0.465605,19.2705
val,3421.tif,0.631428,21.8533
val,3422.tif,0.562357,20.5246
val,3423.tif,0.507418,20.6729
val,3424.tif,0.382161,18.5999
val,3425.tif,0.477685,18.5964
val,3426.tif,0.538387,19.9674
val,3427.tif,0.586641,20.1533
val,3428.tif,0.486022,19.0228
val,3429.tif,0.448102,19.7564
val,343.tif,0.416143,18.7595
val,3430.tif,0.58504,20.4601
val,3431.tif,0.598905,21.0563
val,3432.tif,0.512149,19.845
val,3433.tif,0.426574,18.3796
val,3434.tif,0.607271,21.6774
val,3435.tif,0.454162,18.3868
val,3436.tif,0.608814,22.1887
val,3437.tif,0.629153,16.7483
val,3438.tif,0.399383,17.601
val,3439.tif,0.567523,18.4014
val,344.tif,0.488278,18.001
val,3440.tif,0.631106,21.7459
val,3441.tif,0.647787,21.3736
val,3442.tif,0.557323,19.499
val,3443.tif,0.551593,20.1689
val,3444.tif,0.637437,23.0925
val,3445.tif,0.419425,17.6963
val,3446.tif,0.531267,20.2043
val,3447.tif,0.612217,21.9185
val,3448.tif,0.608543,19.6537
val,3449.tif,0.434417,18.0691
val,345.tif,0.500289,18.3896
val,3450.tif,0.578688,21.9568
val,3451.tif,0.565747,20.2224
val,3452.tif,0.608958,22.0274
val,3453.tif,0.608241,21.0666
val,3454.tif,0.624454,19.7455
val,3455.tif,0.601038,21.8793
val,3456.tif,0.60835,20.6046
val,3457.tif,0.505496,19.7236
val,3458.tif,0.557297,19.3863
val,3459.tif,0.6053,20.7366
val,346.tif,0.527627,20.355
val,3460.tif,0.577457,21.06
val,3461.tif,0.526151,17.3877
val,3462.tif,0.59059,20.3534
val,3463.tif,0.534248,20.846
val,3464.tif,0.522185,21.3666
val,3465.tif,0.585652,20.7165
val,3466.tif,0.597242,21.5003
val,3467.tif,0.538433,20.1724
val,3468.tif,0.450165,19.5135
val,3469.tif,0.551704,22.5228
val,347.tif,0.552877,19.0197
val,3470.tif,0.535659,19.0651
val,3471.tif,0.596048,20.603
val,3472.tif,0.497584,20.073
val,3473.tif,0.484229,18.3861
val,3474.tif,0.648708,22.5136
val,3475.tif,0.454672,21.2913
val,3476.tif,0.537712,19.2781
val,3477.tif,0.570772,21.3748
val,3478.tif,0.576753,20.6906
val,3479.tif,0.624921,22.3396
val,348.tif,0.496084,18.2533
val,3480.tif,0.493357,19.4919
val,3481.tif,0.551542,21.0141
val,3482.tif,0.540783,21.2642
val,3483.tif,0.633758,22.3136
val,3484.tif,0.586697,21.8273
val,3485.tif,0.406171,18.1556
val,3486.tif,0.498749,19.5963
val,3487.tif,0.611001,20.1347
val,3488.tif,0.516572,20.0363
val,3489.tif,0.63862,22.5106
val,349.tif,0.827934,25.2517
val,3490.tif,0.591092,21.2509
val,3491.tif,0.63518,21.9316
val,3492.tif,0.558757,20.1217
val,3493.tif,0.556775,20.5537
val,3494.tif,0.613722,21.8019
val,3495.tif,0.559178,20.279
val,3496.tif,0.423214,17.6022
val,3497.tif,0.450383,19.3586
val,3498.tif,0.45605,19.4742
val,3499.tif,0.461821,19.5995
val,35.tif,0.559764,19.476
val,350.tif,0.547754,19.2146
val,3500.tif,0.510393,19.8039
val,3501.tif,0.503116,19.665
val,3502.tif,0.552398,20.5419
val,3503.tif,0.5697,21.4771
val,3504.tif,0.548922,16.2355
val,3505.tif,0.542495,20.2548
val,3506.tif,0.510055,20.2504
val,3507.tif,0.514403,21.2376
val,3508.tif,0.56876,21.3938
val,3509.tif,0.535069,20.3266
val,351.tif,0.470511,19.3394
val,3510.tif,0.562886,20.4371
val,3511.tif,0.592055,20.8712
val,3512.tif,0.421285,19.5504
val,3513.tif,0.637415,20.3402
val,3514.tif,0.544454,21.3563
val,3515.tif,0.635093,22.7206
val,3516.tif,0.498369,19.7547
val,3517.tif,0.506619,19.627
val,3518.tif,0.539026,19.6598
val,3519.tif,0.376635,18.0443
val,352.tif,0.666564,17.4188
val,3520.tif,0.490988,20.6922
val,3521.tif,0.468445,17.4313
val,3522.tif,0.573922,19.9514
val,3523.tif,0.532635,20.5132
val,3524.tif,0.597853,20.8312
val,3525.tif,0.592797,21.4416
val,3526.tif,0.625381,20.294
val,3527.tif,0.509011,20.5214
val,3528.tif,0.461381,19.2022
val,3529.tif,0.502788,20.116
val,353.tif,0.572232,20.7362
val,3530.tif,0.597155,20.7911
val,3531.tif,0.58021,20.2608
val,3532.tif,0.519529,17.9824
val,3533.tif,0.495214,20.6771
val,3534.tif,0.425058,19.2531
val,3535.tif,0.493254,20.4122
val,3536.tif,0.592864,21.5715
val,3537.tif,0.590146,22.1996
val,3538.tif,0.563349,21.3246
val,3539.tif,0.492245,20.4016
val,354.tif,0.524893,17.2021
val,3540.tif,0.463058,17.2809
val,3541.tif,0.548745,18.123
val,3542.tif,0.454109,19.8027
val,3543.tif,0.522264,19.8699
val,3544.tif,0.450048,18.7448
val,3545.tif,0.632017,22.4163
val,3546.tif,0.493119,20.4298
val,3547.tif,0.461904,20.4175
val,3548.tif,0.486934,19.8092
val,3549.tif,0.482651,20.5467
val,355.tif,0.672722,21.8054
val,3550.tif,0.582474,21.0195
val,3551.tif,0.543052,18.6238
val,3552.tif,0.478426,20.6614
val,3553.tif,0.456097,18.9567
val,3554.tif,0.526937,14.778
val,3555.tif,0.526829,19.0932
val,3556.tif,0.455062,19.4697
val,3557.tif,0.579302,22.3453
val,3558.tif,0.453881,20.0394
val,3559.tif,0.552042,20.5327
val,356.tif,0.49602,16.9718
val,3560.tif,0.500451,19.8205
val,3561.tif,0.518295,20.364
val,3562.tif,0.533141,21.3642
val,3563.tif,0.412906,19.533
val,3564.tif,0.446592,19.5685
val,3565.tif,0.493666,18.9895
val,3566.tif,0.811773,23.7919
val,3567.tif,0.41842,18.9094
val,3568.tif,0.601685,20.009
val,3569.tif,0.521893,21.134
val,357.tif,0.448999,17.449
val,3570.tif,0.659175,23.445
val,3571.tif,0.502404,19.7151
val,3572.tif,0.57652,22.1795
val,3573.tif,0.557739,19.218
val,3574.tif,0.441299,18.9926
val,3575.tif,0.503675,20.6878
val,3576.tif,0.441348,19.4206
val,3577.tif,0.559894,22.0679
val,3578.tif,0.548174,19.9617
val,3579.tif,0.76003,20.5172
val,358.tif,0.541553,19.2565
val,3580.tif,0.594625,21.1291
val,3581.tif,0.637015,20.1043
val,3582.tif,0.522707,21.1293
val,3583.tif,0.605363,21.3872
val,3584.tif,0.574545,22.196
val,3585.tif,0.575053,21.0117
val,3586.tif,0.59604,20.3803
val,3587.tif,0.433433,18.3189
val,3588.tif,0.405181,17.9472
val,3589.tif,0.698723,22.4384
val,359.tif,0.526707,20.1321
val,3590.tif,0.606356,20.6373
val,3591.tif,0.439892,18.8061
val,3592.tif,0.437739,18.925
val,3593.tif,0.498778,19.8743
val,3594.tif,0.604365,22.4173
val,3595.tif,0.439338,20.1607
val,3596.tif,0.464276,17.6158
val,3597.tif,0.633048,20.2816
val,3598.tif,0.60215,22.1555
val,3599.tif,0.620236,22.1613
val,36.tif,0.550991,19.6631
val,360.tif,0.547981,18.5544
val,3600.tif,0.555265,18.3028
val,3601.tif,0.480777,19.8357
val,3602.tif,0.534535,21.871
val,3603.tif,0.60473,23.1344
val,3604.tif,0.72091,23.2683
val,3605.tif,0.622149,19.9601
val,3606.tif,0.440954,20.0361
val,3607.tif,0.492488,18.7612
val,3608.tif,0.597401,20.1274
val,3609.tif,0.654085,20.4542
val,361.tif,0.666299,21.6273
val,3610.tif,0.417602,19.9008
val,3611.tif,0.553654,21.5818
val,3612.tif,0.534922,19.5875
val,3613.tif,0.619107,22.5716
val,3614.tif,0.617144,21.4836
val,3615.tif,0.559384,17.0296
val,3616.tif,0.634379,18.9158
val,3617.tif,0.55918,19.0764
val,3618.tif,0.583198,18.1011
val,3619.tif,0.555422,20.7057
val,362.tif,0.547849,18.4389
val,3620.tif,0.647801,23.7631
val,3621.tif,0.565944,17.967
val,3622.tif,0.692268,18.2917
val,3623.tif,0.542339,20.1448
val,3624.tif,0.630271,20.5462
val,3625.tif,0.499692,19.8019
val,3626.tif,0.580296,19.3025
val,3627.tif,0.609351,19.1284
val,3628.tif,0.628756,17.7598
val,3629.tif,0.63467,20.19
val,363.tif,0.790853,23.9595
val,3630.tif,0.695073,21.472
val,3631.tif,0.658277,21.417
val,3632.tif,0.629154,22.7991
val,3633.tif,0.67923,23.0105
val,3634.tif,0.599078,19.0025
val,3635.tif,0.573358,20.7897
val,3636.tif,0.472516,16.4048
val,3637.tif,0.651517,19.9866
val,3638.tif,0.527314,21.02
val,3639.tif,0.600513,20.8661
val,364.tif,0.493189,14.8087
val,3640.tif,0.718849,22.8434
val,3641.tif,0.781169,18.2558
val,3642.tif,0.500606,19.9383
val,3643.tif,0.60311,17.7228
val,3644.tif,0.588194,19.9861
val,3645.tif,0.576443,18.4491
val,3646.tif,0.579797,19.2053
val,3647.tif,0.60045,21.3409
val,3648.tif,0.605735,17.865
val,3649.tif,0.607935,20.6504
val,365.tif,0.670927,21.6918
val,3650.tif,0.669979,21.5828
val,3651.tif,0.655629,21.5269
val,3652.tif,0.626975,18.0369
val,3653.tif,0.557576,19.3191
val,3654.tif,0.45212,13.6514
val,3655.tif,0.657966,20.1871
val,3656.tif,0.520604,19.4601
val,3657.tif,0.625526,20.6387
val,3658.tif,0.603395,19.7046
val,3659.tif,0.566802,19.9029
val,366.tif,0.550636,18.5099
val,3660.tif,0.63554,20.6269
val,3661.tif,0.619489,21.5082
val,3662.tif,0.519345,18.8115
val,3663.tif,0.618611,20.4469
val,3664.tif,0.601917,21.3255
val,3665.tif,0.587387,19.8372
val,3666.tif,0.611553,21.6126
val,3667.tif,0.631111,18.0081
val,3668.tif,0.654994,21.4557
val,3669.tif,0.609572,19.9899
val,367.tif,0.531534,19.3014
val,3670.tif,0.762955,21.6332
val,3671.tif,0.583163,21.4274
val,3672.tif,0.565579,18.36
val,3673.tif,0.604523,21.2358
val,3674.tif,0.810611,20.41
val,3675.tif,0.682207,18.095
val,3676.tif,0.461311,18.6653
val,3677.tif,0.496477,16.4934
val,3678.tif,0.681878,21.7908
val,3679.tif,0.509606,19.1598
val,368.tif,0.630225,20.1673
val,3680.tif,0.541799,15.9142
val,3681.tif,0.537605,19.5289
val,3682.tif,0.603648,19.3979
val,3683.tif,0.654612,18.3203
val,3684.tif,0.542796,20.0734
val,3685.tif,0.584106,20.2885
val,3686.tif,0.813984,18.2912
val,3687.tif,0.715435,21.1342
val,3688.tif,0.554684,18.6501
val,3689.tif,0.565692,19.6443
val,369.tif,0.52984,19.7549
val,3690.tif,0.624046,19.6848
val,3691.tif,0.633682,18.7142
val,3692.tif,0.619826,17.8961
val,3693.tif,0.591669,20.8099
val,3694.tif,0.609105,19.6849
val,3695.tif,0.697195,20.1664
val,3696.tif,0.65283,20.5643
val,3697.tif,0.532038,17.0243
val,3698.tif,0.524488,19.9302
val,3699.tif,0.589916,18.4868
val,37.tif,0.498218,18.3316
val,370.tif,0.51197,18.8672
val,3700.tif,0.6483,20.3139
val,3701.tif,0.544496,20.776
val,3702.tif,0.488601,18.4024
val,3703.tif,0.633638,22.3101
val,3704.tif,0.571474,18.9109
val,3705.tif,0.636752,21.0783
val,3706.tif,0.58512,19.5474
val,3707.tif,0.565971,19.0042
val,3708.tif,0.781379,19.6884
val,3709.tif,0.570816,20.2432
val,371.tif,0.551,19.3664
val,3710.tif,0.534625,18.5934
val,3711.tif,0.492252,18.4426
val,3712.tif,0.721854,19.6725
val,3713.tif,0.593392,19.0118
val,3714.tif,0.701277,19.5476
val,3715.tif,0.624221,18.8769
val,3716.tif,0.557772,19.9438
val,3717.tif,0.581976,20.8372
val,3718.tif,0.50724,18.6082
val,3719.tif,0.624752,20.2329
val,372.tif,0.499319,15.3482
val,3720.tif,0.636832,21.2286
val,3721.tif,0.582363,20.4061
val,3722.tif,0.568265,17.824
val,3723.tif,0.543589,19.2273
val,3724.tif,0.55472,20.1234
val,3725.tif,0.607807,21.1586
val,3726.tif,0.533805,19.4379
val,3727.tif,0.649794,19.2313
val,3728.tif,0.686068,21.3122
val,3729.tif,0.65227,18.0594
val,373.tif,0.437582,18.5893
val,3730.tif,0.626067,19.7119
val,3731.tif,0.559454,16.2084
val,3732.tif,0.596463,18.4072
val,3733.tif,0.558898,19.1781
val,3734.tif,0.491456,17.5119
val,3735.tif,0.549379,21.4435
val,3736.tif,0.569033,19.2599
val,3737.tif,0.59101,18.9923
val,3738.tif,0.62668,20.7959
val,3739.tif,0.601104,17.8982
val,374.tif,0.513806,19.7953
val,3740.tif,0.655922,23.3673
val,3741.tif,0.564171,18.8798
val,3742.tif,0.714671,19.3273
val,3743.tif,0.686423,20.0494
val,3744.tif,0.549963,18.3229
val,3745.tif,0.536923,19.0627
val,3746.tif,0.554028,16.2044
val,3747.tif,0.611293,18.145
val,3748.tif,0.536628,20.4438
val,3749.tif,0.694407,20.574
val,375.tif,0.423853,17.0001
val,3750.tif,0.596024,21.0566
val,3751.tif,0.568443,18.5826
val,3752.tif,0.677993,21.3664
val,3753.tif,0.610561,18.47
val,3754.tif,0.567093,17.3933
val,3755.tif,0.564424,20.5846
val,3756.tif,0.529266,18.0678
val,3757.tif,0.569969,20.0525
val,3758.tif,0.530284,17.6157
val,3759.tif,0.568415,20.9966
val,376.tif,0.633476,20.1679
val,3760.tif,0.775822,17.701
val,3761.tif,0.519651,18.8779
val,3762.tif,0.588196,19.2
val,3763.tif,0.548386,18.0013
val,3764.tif,0.549419,19.3538
val,3765.tif,0.626176,20.154
val,3766.tif,0.630812,22.3413
val,3767.tif,0.601921,19.6525
val,3768.tif,0.615621,18.7353
val,3769.tif,0.512497,19.773
val,377.tif,0.498483,19.1837
val,3770.tif,0.552723,19.0534
val,3771.tif,0.664172,21.1754
val,3772.tif,0.48387,17.0598
val,3773.tif,0.717982,21.0211
val,3774.tif,0.6016,20.4988
val,3775.tif,0.602511,18.129
val,3776.tif,0.53953,19.0646
val,3777.tif,0.663138,17.0648
val,3778.tif,0.621697,21.413
val,3779.tif,0.601394,21.1252
val,378.tif,0.676248,19.6793
val,3780.tif,0.542705,18.1364
val,3781.tif,0.617006,21.4424
val,3782.tif,0.594045,16.7715
val,3783.tif,0.643367,22.682
val,3784.tif,0.714507,18.969
val,3785.tif,0.584126,19.3931
val,3786.tif,0.613608,19.5884
val,3787.tif,0.612303,20.8447
val,3788.tif,0.57795,14.7915
val,3789.tif,0.628694,19.622
val,379.tif,0.70089,23.2631
val,3790.tif,0.55822,18.8586
val,3791.tif,0.602702,18.4376
val,3792.tif,0.496005,18.9881
val,3793.tif,0.576251,19.444
val,3794.tif,0.60543,21.1001
val,3795.tif,0.575362,18.8084
val,3796.tif,0.691195,19.3648
val,3797.tif,0.613895,20.7635
val,3798.tif,0.514147,17.7657
val,3799.tif,0.562584,17.7246
val,38.tif,0.62951,21.5616
val,380.tif,0.512434,19.6911
val,3800.tif,0.529915,20.5013
val,3801.tif,0.573377,19.934
val,3802.tif,0.60437,19.2726
val,3803.tif,0.635778,19.398
val,3804.tif,0.638614,22.255
val,3805.tif,0.478506,16.226
val,3806.tif,0.556059,19.0085
val,3807.tif,0.554379,19.9864
val,3808.tif,0.594609,20.4839
val,3809.tif,0.510291,18.8322
val,381.tif,0.406241,17.4277
val,3810.tif,0.590613,19.5911
val,3811.tif,0.630774,18.9363
val,3812.tif,0.595696,18.3294
val,3813.tif,0.523783,18.1561
val,3814.tif,0.691585,22.3987
val,3815.tif,0.53812,18.919
val,3816.tif,0.606165,21.1982
val,3817.tif,0.543501,17.8601
val,3818.tif,0.552206,18.0679
val,3819.tif,0.442928,15.4091
val,382.tif,0.516991,18.8219
val,3820.tif,0.609473,21.4329
val,3821.tif,0.539798,18.0441
val,3822.tif,0.595249,20.657
val,3823.tif,0.554088,18.5651
val,3824.tif,0.630507,20.44
val,3825.tif,0.657718,21.6272
val,3826.tif,0.636323,19.4972
val,3827.tif,0.564781,20.9997
val,3828.tif,0.584962,18.6344
val,3829.tif,0.566984,16.3683
val,383.tif,0.532327,20.6403
val,3830.tif,0.567547,20.2393
val,3831.tif,0.601318,19.095
val,3832.tif,0.551426,19.753
val,3833.tif,0.617108,23.4897
val,3834.tif,0.573464,19.279
val,3835.tif,0.521454,19.7328
val,3836.tif,0.615617,18.1928
val,3837.tif,0.587883,19.5206
val,3838.tif,0.617713,20.4368
val,3839.tif,0.577205,17.6509
val,384.tif,0.687771,23.7363
val,3840.tif,0.666443,20.5696
val,3841.tif,0.658372,18.6819
val,3842.tif,0.490096,19.0016
val,3843.tif,0.616921,19.6954
val,3844.tif,0.576956,20.0518
val,3845.tif,0.632919,17.8134
val,3846.tif,0.527201,18.4816
val,3847.tif,0.593806,17.8623
val,3848.tif,0.559882,16.6906
val,3849.tif,0.655118,21.8369
val,385.tif,0.573499,20.4486
val,3850.tif,0.591276,18.8318
val,3851.tif,0.652469,19.1039
val,3852.tif,0.618943,18.4229
val,3853.tif,0.536823,17.1874
val,3854.tif,0.595601,17.638
val,3855.tif,0.655052,22.2296
val,3856.tif,0.529809,18.1161
val,3857.tif,0.63815,20.4838
val,3858.tif,0.695931,17.1575
val,3859.tif,0.585294,17.6689
val,386.tif,0.468579,17.6929
val,3860.tif,0.613638,18.9457
val,3861.tif,0.623428,20.6087
val,3862.tif,0.671137,20.1089
val,3863.tif,0.506893,18.2194
val,3864.tif,0.625985,22.6946
val,3865.tif,0.633266,18.9688
val,3866.tif,0.578594,19.562
val,3867.tif,0.484235,17.4407
val,3868.tif,0.704583,20.3428
val,3869.tif,0.634819,21.4967
val,387.tif,0.414123,16.8781
val,3870.tif,0.625617,20.5455
val,3871.tif,0.456062,18.2493
val,3872.tif,0.550682,16.922
val,3873.tif,0.578096,19.8992
val,3874.tif,0.542787,16.0441
val,3875.tif,0.517157,18.0287
val,3876.tif,0.611249,20.8596
val,3877.tif,0.55416,21.0215
val,3878.tif,0.700895,23.7549
val,3879.tif,0.646754,20.0084
val,388.tif,0.471768,16.6686
val,3880.tif,0.620302,20.2858
val,3881.tif,0.654715,20.2748
val,3882.tif,0.684772,21.9152
val,3883.tif,0.525222,18.496
val,3884.tif,0.701316,19.1748
val,3885.tif,0.655034,22.0425
val,3886.tif,0.51313,16.7662
val,3887.tif,0.52862,20.0747
val,3888.tif,0.614408,19.4431
