file,ssim,psnr,lpips
2810.tif,0.622523,21.6059,0.250489
2811.tif,0.612897,22.5402,0.310664
2812.tif,0.557109,20.8868,0.253268
2813.tif,0.669973,20.8701,0.278458
2814.tif,0.731639,23.3046,0.309564
2815.tif,0.709383,22.2292,0.275472
2816.tif,0.671932,23.5081,0.271616
2817.tif,0.557356,21.5265,0.306665
2818.tif,0.64015,23.0678,0.250509
2819.tif,0.65069,22.9236,0.265353
282.tif,0.411694,19.9783,0.380572
2820.tif,0.586141,20.887,0.256417
2821.tif,0.61271,22.0495,0.306071
2822.tif,0.709145,25.2368,0.216163
2823.tif,0.660072,22.1973,0.316834
2824.tif,0.50052,19.9348,0.302227
2825.tif,0.547826,21.9775,0.258565
2826.tif,0.680094,22.4308,0.224276
2827.tif,0.80148,23.1787,0.253056
2828.tif,0.551156,20.0449,0.267228
2829.tif,0.633629,20.8186,0.270289
283.tif,0.535399,20.5862,0.278283
2830.tif,0.606503,20.6396,0.313813
2831.tif,0.452935,19.2012,0.303203
2832.tif,0.652436,23.5188,0.24453
2833.tif,0.560906,19.1227,0.346591
2834.tif,0.622845,21.8462,0.261435
2835.tif,0.620648,22.291,0.279435
2836.tif,0.633598,19.3812,0.314114
2837.tif,0.660244,21.8531,0.289265
2838.tif,0.556431,21.0421,0.265534
2839.tif,0.686281,23.076,0.257547
284.tif,0.467874,21.221,0.27413
2840.tif,0.547903,19.7081,0.322622
2841.tif,0.549011,19.3451,0.300612
2842.tif,0.777716,24.7852,0.307519
2843.tif,0.558303,21.9345,0.286741
2844.tif,0.69643,24.5843,0.23089
2845.tif,0.546891,22.728,0.309204
2846.tif,0.699571,23.5834,0.22423
2847.tif,0.404898,20.4242,0.345383
2848.tif,0.519072,20.7992,0.290071
2849.tif,0.70338,24.8787,0.298254
285.tif,0.502709,19.0587,0.318372
2850.tif,0.516184,20.7792,0.30815
2851.tif,0.607905,20.6552,0.331598
2852.tif,0.59796,23.2227,0.248469
2853.tif,0.572975,21.1518,0.255889
2854.tif,0.556542,18.5877,0.293805
2855.tif,0.548286,21.0217,0.279873
2856.tif,0.53752,21.5281,0.292098
2857.tif,0.624219,22.627,0.273845
2858.tif,0.541336,19.4633,0.338826
2859.tif,0.701459,23.6949,0.272955
286.tif,0.408909,19.6215,0.283899
2860.tif,0.57629,23.3047,0.296668
2861.tif,0.645866,20.4288,0.29872
2862.tif,0.567285,21.8076,0.256153
2863.tif,0.577689,21.2998,0.308614
2864.tif,0.703866,22.066,0.251312
2865.tif,0.584869,22.2118,0.2956
2866.tif,0.576667,21.3718,0.293176
2867.tif,0.541497,19.0298,0.258298
2868.tif,0.608326,21.8138,0.319496
2869.tif,0.600361,21.5866,0.236978
287.tif,0.510815,20.4934,0.242182
2870.tif,0.644637,24.3168,0.249797
2871.tif,0.542807,20.1899,0.287074
2872.tif,0.595299,22.1078,0.264898
2873.tif,0.548373,21.2249,0.267241
2874.tif,0.545509,20.7135,0.27564
2875.tif,0.696883,19.8816,0.329917
2876.tif,0.798563,22.6816,0.240516
2877.tif,0.711121,21.4867,0.230951
2878.tif,0.502863,17.4918,0.350719
2879.tif,0.544304,20.9438,0.320911
288.tif,0.499108,20.5161,0.281623
2880.tif,0.648682,23.8626,0.258326
2881.tif,0.635144,23.6716,0.273772
2882.tif,0.687347,23.3829,0.231447
2883.tif,0.693631,22.5616,0.252597
2884.tif,0.589473,20.7283,0.300556
2885.tif,0.555123,21.3503,0.257848
2886.tif,0.577081,21.8535,0.353895
2887.tif,0.67197,23.9009,0.25803
2888.tif,0.509045,20.9754,0.300666
2889.tif,0.551036,19.3172,0.280703
289.tif,0.412252,19.729,0.328632
2890.tif,0.503561,21.1769,0.338008
2891.tif,0.686671,24.0926,0.221035
2892.tif,0.593564,21.3654,0.322016
2893.tif,0.63091,19.8952,0.297899
2894.tif,0.57618,21.5936,0.286549
2895.tif,0.55514,20.4752,0.293587
2896.tif,0.644351,23.0373,0.236853
2897.tif,0.693881,23.3433,0.229136
2898.tif,0.799656,25.6203,0.22226
2899.tif,0.700068,23.1214,0.248829
29.tif,0.517826,21.9338,0.273535
290.tif,0.536039,20.5619,0.300428
2900.tif,0.597847,20.4634,0.316246
2901.tif,0.671563,24.1984,0.264908
2902.tif,0.597855,20.9222,0.235173
2903.tif,0.62961,21.8676,0.297444
2904.tif,0.688205,24.353,0.2387
2905.tif,0.516258,19.1261,0.298474
2906.tif,0.660516,22.2466,0.259981
2907.tif,0.560108,22.1916,0.272809
2908.tif,0.573668,22.3839,0.354704
2909.tif,0.711252,23.6032,0.230507
291.tif,0.591791,20.6677,0.303908
2910.tif,0.641845,22.47,0.247597
2911.tif,0.773602,25.6889,0.252578
2912.tif,0.609832,19.9103,0.281786
2913.tif,0.588876,21.8858,0.291163
2914.tif,0.525041,19.4829,0.341701
2915.tif,0.690527,24.4718,0.262206
2916.tif,0.590025,21.621,0.320421
2917.tif,0.667916,22.1716,0.243464
2918.tif,0.580068,22.6006,0.253265
2919.tif,0.561495,22.4217,0.255153
292.tif,0.546478,19.0537,0.325547
2920.tif,0.564867,22.7886,0.27629
2921.tif,0.596561,19.9849,0.281441
2922.tif,0.570296,21.2523,0.255416
2923.tif,0.568482,21.7238,0.291644
2924.tif,0.584185,21.108,0.316491
2925.tif,0.613839,22.296,0.256358
2926.tif,0.578661,21.0811,0.315764
2927.tif,0.52243,19.8458,0.286406
2928.tif,0.580589,21.9325,0.282665
2929.tif,0.748387,23.4743,0.267617
293.tif,0.473518,19.5936,0.263718
2930.tif,0.553657,20.2683,0.309733
2931.tif,0.714209,25.217,0.229233
2932.tif,0.671882,23.6701,0.32782
2933.tif,0.527947,20.5865,0.300128
2934.tif,0.579138,22.1797,0.270815
2935.tif,0.796938,24.9664,0.227433
2936.tif,0.522958,21.5747,0.345989
2937.tif,0.618203,21.7434,0.28755
2938.tif,0.632054,22.0645,0.289147
2939.tif,0.637568,20.107,0.282913
294.tif,0.557585,21.6883,0.280251
2940.tif,0.511884,18.7265,0.263706
2941.tif,0.49506,21.2535,0.25431
2942.tif,0.539143,20.1292,0.274806
2943.tif,0.593472,18.9311,0.305562
2944.tif,0.606113,22.3774,0.273518
2945.tif,0.6608,24.1965,0.213642
2946.tif,0.542576,20.009,0.254886
2947.tif,0.58326,21.8787,0.260431
2948.tif,0.653522,24.845,0.236119
2949.tif,0.578993,23.8434,0.257199
295.tif,0.563774,20.7122,0.281063
2950.tif,0.546614,21.0823,0.236095
2951.tif,0.581323,22.0176,0.303615
2952.tif,0.534961,20.4632,0.272995
2953.tif,0.607648,23.4001,0.270182
2954.tif,0.575642,20.6705,0.27382
2955.tif,0.569169,19.9796,0.242693
2956.tif,0.461787,20.0025,0.304536
2957.tif,0.630086,22.0909,0.221834
2958.tif,0.689834,24.744,0.225733
2959.tif,0.601593,21.5787,0.234642
296.tif,0.527883,20.4251,0.319097
2960.tif,0.621383,21.086,0.237675
2961.tif,0.573661,19.8695,0.264552
2962.tif,0.614253,21.4924,0.233401
2963.tif,0.537938,22.2861,0.251722
2964.tif,0.622813,22.9286,0.251844
2965.tif,0.526663,20.1203,0.25627
2966.tif,0.776936,24.9955,0.261608
2967.tif,0.6751,23.0814,0.214037
2968.tif,0.601602,22.5437,0.240162
2969.tif,0.549949,19.2132,0.284985
297.tif,0.610337,21.7805,0.28002
2970.tif,0.59642,22.2849,0.28411
2971.tif,0.515029,20.7947,0.238831
2972.tif,0.623512,23.6348,0.287654
2973.tif,0.515386,21.3298,0.253222
2974.tif,0.651063,23.7065,0.252227
2975.tif,0.674216,23.9794,0.206407
2976.tif,0.722082,24.5081,0.190963
2977.tif,0.700872,23.1449,0.245189
2978.tif,0.542907,20.322,0.325828
2979.tif,0.617848,22.0691,0.257782
298.tif,0.559654,22.0715,0.297639
2980.tif,0.587583,21.6547,0.281525
2981.tif,0.636295,22.1895,0.22525
2982.tif,0.638947,23.0327,0.242022
2983.tif,0.608262,20.5378,0.26973
2984.tif,0.708944,21.6274,0.222305
2985.tif,0.577087,21.534,0.222354
2986.tif,0.670072,22.8704,0.228751
2987.tif,0.474078,19.3583,0.263034
2988.tif,0.580234,22.1504,0.235502
2989.tif,0.74236,24.1699,0.279781
299.tif,0.492355,20.415,0.279551
2990.tif,0.686071,24.084,0.216255
2991.tif,0.679044,24.9963,0.233278
2992.tif,0.588048,22.7607,0.223908
2993.tif,0.741395,23.0443,0.230057
2994.tif,0.580751,20.9074,0.245949
2995.tif,0.561453,22.3924,0.224192
2996.tif,0.63162,22.1588,0.240751
2997.tif,0.573804,22.6561,0.2356
2998.tif,0.696518,22.6487,0.203432
2999.tif,0.693807,23.3604,0.232912
3.tif,0.587062,19.6575,0.269508
30.tif,0.633113,19.0052,0.281442
300.tif,0.527399,20.3715,0.286237
3000.tif,0.629584,24.0811,0.25138
3001.tif,0.609557,21.7159,0.293713
3002.tif,0.675671,24.5825,0.25777
3003.tif,0.65679,22.9505,0.224983
3004.tif,0.647525,24.0277,0.253056
3005.tif,0.521649,21.644,0.262257
3006.tif,0.616194,22.3259,0.235793
3007.tif,0.673157,23.7725,0.227505
3008.tif,0.527757,19.0542,0.263806
3009.tif,0.535165,21.8951,0.307106
301.tif,0.506005,18.2056,0.310371
3010.tif,0.63214,22.4363,0.287016
3011.tif,0.604419,22.3018,0.323353
3012.tif,0.571404,21.5948,0.25117
3013.tif,0.689612,21.6752,0.233248
3014.tif,0.601922,22.3108,0.221007
3015.tif,0.559516,22.6649,0.254037
3016.tif,0.611291,20.5497,0.273755
3017.tif,0.55171,21.2099,0.282328
3018.tif,0.703685,24.233,0.233033
3019.tif,0.647882,21.3309,0.250778
302.tif,0.55845,22.8555,0.280458
3020.tif,0.567589,21.44,0.246025
3021.tif,0.583806,21.1208,0.310726
3022.tif,0.575032,20.633,0.272258
3023.tif,0.517577,20.394,0.257441
3024.tif,0.536084,21.4362,0.236037
3025.tif,0.62477,23.7391,0.272077
3026.tif,0.623041,20.4946,0.215418
3027.tif,0.508887,21.467,0.246268
3028.tif,0.661931,21.1273,0.266049
3029.tif,0.64274,23.9819,0.223861
303.tif,0.61575,22.1614,0.311646
3030.tif,0.590325,18.406,0.310106
3031.tif,0.717154,23.889,0.208923
3032.tif,0.642519,22.0648,0.222024
3033.tif,0.65426,23.0687,0.210611
3034.tif,0.63652,22.2146,0.247391
3035.tif,0.732469,23.7031,0.212421
3036.tif,0.684487,23.1194,0.265158
3037.tif,0.5043,19.8982,0.251465
3038.tif,0.705519,23.3932,0.20964
3039.tif,0.466205,19.6316,0.268063
304.tif,0.417766,20.3409,0.313088
3040.tif,0.637203,23.044,0.246919
3041.tif,0.578911,20.954,0.241737
3042.tif,0.643418,21.8416,0.248836
3043.tif,0.657061,23.8063,0.215412
3044.tif,0.712227,23.7067,0.203014
3045.tif,0.692083,22.1879,0.227811
3046.tif,0.529474,19.9127,0.274385
3047.tif,0.535045,21.3093,0.298877
3048.tif,0.469517,20.2582,0.286688
3049.tif,0.568454,22.6083,0.233368
305.tif,0.493414,20.1874,0.277861
3050.tif,0.684064,21.3714,0.252572
3051.tif,0.700482,24.9055,0.226076
3052.tif,0.595781,21.9924,0.238568
3053.tif,0.622036,19.8862,0.260358
3054.tif,0.585661,22.3646,0.272023
3055.tif,0.539194,21.0225,0.24949
3056.tif,0.606203,23.7923,0.246333
3057.tif,0.476961,19.3407,0.266042
3058.tif,0.495582,19.1681,0.257586
3059.tif,0.615083,22.0699,0.254074
306.tif,0.518913,20.4288,0.328902
3060.tif,0.613623,20.1281,0.326686
3061.tif,0.722609,23.598,0.218192
3062.tif,0.516427,20.3586,0.27059
3063.tif,0.527296,18.889,0.318074
3064.tif,0.619454,23.5689,0.240553
3065.tif,0.679898,22.1961,0.255183
3066.tif,0.679485,22.7849,0.333337
3067.tif,0.561744,19.3882,0.258084
3068.tif,0.596362,21.9346,0.295127
3069.tif,0.497947,19.745,0.28901
307.tif,0.460167,20.3614,0.354111
3070.tif,0.515104,18.9537,0.26592
3071.tif,0.679909,21.438,0.249693
3072.tif,0.721687,23.8108,0.211282
3073.tif,0.658896,23.8627,0.225654
3074.tif,0.560332,24.7818,0.295424
3075.tif,0.548091,21.1227,0.284122
3076.tif,0.522644,18.7387,0.246386
3077.tif,0.574801,22.2129,0.256907
3078.tif,0.657002,22.1449,0.265016
3079.tif,0.543143,19.8776,0.234613
308.tif,0.495341,20.7016,0.277434
3080.tif,0.543787,20.836,0.246277
3081.tif,0.570323,21.9239,0.251759
3082.tif,0.615411,22.9062,0.266006
3083.tif,0.679326,22.1613,0.249113
3084.tif,0.696492,25.297,0.200406
3085.tif,0.526398,19.2626,0.270454
3086.tif,0.68041,23.0525,0.239393
3087.tif,0.537867,22.0994,0.272004
3088.tif,0.618527,18.7767,0.271271
3089.tif,0.687263,24.4388,0.223304
309.tif,0.435815,19.4389,0.336662
3090.tif,0.68161,24.6902,0.248851
3091.tif,0.575842,19.1462,0.282304
3092.tif,0.606445,22.2895,0.253585
3093.tif,0.655241,22.7221,0.246087
3094.tif,0.633958,22.5781,0.232484
3095.tif,0.664498,21.7647,0.230872
3096.tif,0.61025,21.8048,0.261259
3097.tif,0.47401,20.0723,0.293427
3098.tif,0.531935,21.5571,0.26991
3099.tif,0.546803,22.1572,0.250766
31.tif,0.612813,20.9777,0.254031
310.tif,0.438821,19.7739,0.305367
3100.tif,0.712855,22.9116,0.228942
3101.tif,0.606808,19.1176,0.340978
3102.tif,0.620863,22.1726,0.232973
3103.tif,0.67482,24.6716,0.212937
3104.tif,0.679067,23.9488,0.211678
3105.tif,0.606328,23.1501,0.255261
3106.tif,0.617606,23.0749,0.221592
3107.tif,0.683287,24.5651,0.230758
3108.tif,0.532604,21.4438,0.236184
3109.tif,0.623258,21.5722,0.251788
311.tif,0.560218,17.4798,0.299815
3110.tif,0.733217,23.9629,0.27597
3111.tif,0.489005,20.3149,0.258503
3112.tif,0.690017,21.9254,0.261799
3113.tif,0.629793,21.6759,0.257047
3114.tif,0.522343,20.9752,0.257139
3115.tif,0.585642,23.2008,0.245003
3116.tif,0.605434,17.907,0.280795
3117.tif,0.641874,23.4901,0.222313
3118.tif,0.679138,23.5281,0.250547
3119.tif,0.520674,18.3982,0.32396
312.tif,0.753123,23.531,0.346177
3120.tif,0.570437,21.0478,0.274944
3121.tif,0.692777,21.6874,0.21796
3122.tif,0.529031,20.5642,0.278564
3123.tif,0.666584,21.6555,0.252676
3124.tif,0.65466,20.8055,0.210992
3125.tif,0.711607,23.2672,0.247511
3126.tif,0.640838,22.0966,0.225249
3127.tif,0.45156,18.3813,0.299178
3128.tif,0.596511,20.8234,0.244272
3129.tif,0.582301,21.5769,0.23571
313.tif,0.532212,20.2641,0.266667
3130.tif,0.765499,24.2853,0.234333
3131.tif,0.680681,22.7691,0.248935
3132.tif,0.612942,22.3292,0.250936
3133.tif,0.713235,21.1244,0.314394
3134.tif,0.557756,22.6968,0.25402
3135.tif,0.529904,21.1569,0.283707
3136.tif,0.593769,19.9736,0.293895
3137.tif,0.630508,22.946,0.232865
3138.tif,0.50355,19.2371,0.276289
3139.tif,0.606977,20.199,0.253096
314.tif,0.467722,19.0608,0.315579
3140.tif,0.455846,20.7013,0.263285
3141.tif,0.434067,20.3936,0.292576
3142.tif,0.713686,23.2363,0.227147
3143.tif,0.627522,20.9575,0.272716
3144.tif,0.675072,23.2171,0.246632
3145.tif,0.495092,20.0865,0.234563
3146.tif,0.58836,23.0718,0.254596
3147.tif,0.678523,22.965,0.242732
3148.tif,0.562769,16.0967,0.312128
3149.tif,0.654093,20.7426,0.253081
315.tif,0.505178,20.1544,0.27251
3150.tif,0.626684,22.7611,0.306233
3151.tif,0.576242,20.7703,0.229632
3152.tif,0.603967,21.282,0.254663
3153.tif,0.711857,24.09,0.2415
3154.tif,0.445406,20.329,0.29546
3155.tif,0.558944,21.5904,0.27117
3156.tif,0.524753,18.9263,0.244766
3157.tif,0.542133,22.352,0.290244
3158.tif,0.575455,22.5645,0.293337
3159.tif,0.542467,21.9167,0.217698
316.tif,0.705497,22.8129,0.241912
3160.tif,0.575614,17.5066,0.264462
3161.tif,0.640269,22.7464,0.228605
3162.tif,0.584486,22.3626,0.226713
3163.tif,0.543528,20.4893,0.280602
3164.tif,0.402926,19.405,0.271762
3165.tif,0.459317,19.1635,0.263854
3166.tif,0.551497,21.3707,0.263239
3167.tif,0.532849,19.6493,0.284949
3168.tif,0.721089,24.6832,0.181225
3169.tif,0.659397,23.4882,0.241051
317.tif,0.566303,22.6401,0.291009
3170.tif,0.459967,18.9963,0.25747
3171.tif,0.479718,19.6658,0.255853
3172.tif,0.533666,21.1503,0.257441
3173.tif,0.574565,22.1254,0.280163
3174.tif,0.562678,20.4378,0.270941
3175.tif,0.627561,22.3955,0.253576
3176.tif,0.623122,19.8174,0.256763
3177.tif,0.629311,22.2873,0.224693
3178.tif,0.501716,20.6706,0.236614
3179.tif,0.554589,20.7405,0.320535
318.tif,0.545629,21.987,0.270893
3180.tif,0.732657,21.3253,0.248391
3181.tif,0.525703,19.7049,0.265154
3182.tif,0.659129,22.0417,0.239739
3183.tif,0.539649,21.6202,0.251203
3184.tif,0.689922,22.6795,0.23312
3185.tif,0.543214,20.1371,0.266213
3186.tif,0.56115,19.7596,0.250923
3187.tif,0.591891,21.8516,0.229261
3188.tif,0.669013,24.2977,0.225425
3189.tif,0.574017,22.9091,0.232395
319.tif,0.476442,20.772,0.275669
3190.tif,0.514914,18.8766,0.301871
3191.tif,0.562631,23.4866,0.32486
3192.tif,0.543642,19.8037,0.313314
3193.tif,0.629967,23.1582,0.215856
3194.tif,0.568245,21.4922,0.274798
3195.tif,0.727854,24.8332,0.242164
3196.tif,0.68207,22.1849,0.271872
3197.tif,0.58036,20.2297,0.29236
3198.tif,0.574179,20.7417,0.289561
3199.tif,0.418255,19.3859,0.258665
32.tif,0.657284,20.6468,0.283936
320.tif,0.687888,23.0446,0.278026
3200.tif,0.637273,23.9157,0.240146
3201.tif,0.6178,21.6289,0.262348
3202.tif,0.534066,20.998,0.280372
3203.tif,0.591254,20.5195,0.343207
3204.tif,0.633687,22.118,0.383353
3205.tif,0.669186,22.3271,0.258397
3206.tif,0.554287,22.0766,0.277374
3207.tif,0.52062,19.9348,0.339575
3208.tif,0.570095,22.5075,0.260341
3209.tif,0.556281,21.4822,0.272275
321.tif,0.498902,21.204,0.28551
3210.tif,0.487388,18.8935,0.290743
3211.tif,0.617916,24.1692,0.277766
3212.tif,0.440484,19.2772,0.280096
3213.tif,0.473783,20.3268,0.320183
3214.tif,0.583551,21.7824,0.279711
3215.tif,0.456194,18.6717,0.269438
3216.tif,0.522876,20.0085,0.263993
3217.tif,0.504438,19.4385,0.316224
3218.tif,0.49856,20.8977,0.252842
3219.tif,0.534913,21.9305,0.281905
322.tif,0.431913,20.0589,0.281928
3220.tif,0.542353,20.732,0.288577
3221.tif,0.524257,20.5529,0.260207
3222.tif,0.586866,21.6821,0.296077
3223.tif,0.402754,19.9404,0.282235
3224.tif,0.452847,19.7914,0.29379
3225.tif,0.564243,22.2091,0.270712
3226.tif,0.54236,20.3699,0.259911
3227.tif,0.455164,20.6765,0.310705
3228.tif,0.553151,21.8962,0.287014
3229.tif,0.521657,22.139,0.256159
323.tif,0.494894,20.4401,0.326861
3230.tif,0.474091,20.2299,0.281076
3231.tif,0.454274,19.0554,0.289249
3232.tif,0.606048,20.6931,0.265448
3233.tif,0.56098,22.3946,0.343584
3234.tif,0.46082,19.8392,0.283431
3235.tif,0.529902,22.0888,0.306126
3236.tif,0.671148,23.4029,0.279762
3237.tif,0.506261,20.0351,0.295997
3238.tif,0.554721,22.2596,0.294674
3239.tif,0.677143,23.3464,0.236859
324.tif,0.374285,19.2716,0.334581
3240.tif,0.511086,20.151,0.255414
3241.tif,0.640875,22.3085,0.269405
3242.tif,0.523248,21.0786,0.288495
3243.tif,0.625168,22.4778,0.304664
3244.tif,0.508302,20.893,0.28987
3245.tif,0.500246,19.1318,0.282487
3246.tif,0.580831,21.809,0.290288
3247.tif,0.434227,19.2647,0.367987
3248.tif,0.626258,21.3871,0.268195
3249.tif,0.525082,19.8631,0.286208
325.tif,0.517946,20.2798,0.313741
3250.tif,0.635296,23.002,0.31015
3251.tif,0.585521,22.0677,0.247578
3252.tif,0.497179,21.3545,0.271098
3253.tif,0.526851,20.0753,0.303079
3254.tif,0.562695,22.3525,0.256918
3255.tif,0.494017,20.0709,0.271165
3256.tif,0.617343,19.4158,0.337986
3257.tif,0.578172,21.3046,0.235699
3258.tif,0.61807,17.3664,0.410848
3259.tif,0.638457,21.8933,0.293315
326.tif,0.572813,21.2481,0.275615
3260.tif,0.511399,19.783,0.341525
3261.tif,0.468,21.2738,0.300256
3262.tif,0.533608,21.1087,0.267682
3263.tif,0.498659,19.4474,0.288025
3264.tif,0.568335,21.8534,0.258257
3265.tif,0.500983,19.3865,0.316552
3266.tif,0.629586,21.6787,0.284829
3267.tif,0.433096,20.2849,0.280389
3268.tif,0.687369,23.4462,0.270943
3269.tif,0.484719,20.216,0.358744
327.tif,0.514912,20.6023,0.316982
3270.tif,0.472432,21.2307,0.266085
3271.tif,0.606288,20.9868,0.313051
3272.tif,0.574032,20.5465,0.265244
3273.tif,0.44468,19.4219,0.320024
3274.tif,0.478114,20.3627,0.310882
3275.tif,0.475959,20.7308,0.283219
3276.tif,0.592139,21.8977,0.296414
3277.tif,0.556881,21.6361,0.279185
3278.tif,0.599939,22.0782,0.273089
3279.tif,0.653193,22.5443,0.284619
328.tif,0.513894,19.3612,0.34064
3280.tif,0.531758,21.4818,0.29795
3281.tif,0.469757,20.7298,0.286708
3282.tif,0.425092,19.2831,0.280793
3283.tif,0.588892,22.4406,0.258895
3284.tif,0.534759,20.8336,0.279903
3285.tif,0.47409,20.793,0.321701
3286.tif,0.582062,22.0684,0.280585
3287.tif,0.661773,22.254,0.27648
3288.tif,0.435973,19.3389,0.291859
3289.tif,0.425715,19.3193,0.311688
329.tif,0.55066,21.2238,0.280801
3290.tif,0.617409,23.2494,0.282889
3291.tif,0.550027,22.5247,0.282711
3292.tif,0.445626,20.6417,0.291622
3293.tif,0.458855,21.1934,0.302316
3294.tif,0.618478,20.9432,0.252313
3295.tif,0.558034,21.2542,0.298627
3296.tif,0.593034,22.4936,0.313717
3297.tif,0.568093,22.5982,0.304796
3298.tif,0.489343,19.0011,0.2952
3299.tif,0.731231,22.5937,0.231966
33.tif,0.520874,17.5881,0.265572
330.tif,0.495849,20.7071,0.369784
3300.tif,0.487168,19.8749,0.286448
3301.tif,0.609659,20.3179,0.27988
3302.tif,0.664999,22.0932,0.273141
3303.tif,0.613842,20.396,0.315443
3304.tif,0.46414,20.5603,0.298354
3305.tif,0.497004,17.8716,0.409317
3306.tif,0.585151,21.6461,0.309178
3307.tif,0.560854,19.3826,0.271834
3308.tif,0.477237,20.8885,0.343852
3309.tif,0.584351,22.4502,0.246294
331.tif,0.488363,20.41,0.274498
3310.tif,0.437693,19.3895,0.275885
3311.tif,0.515824,20.559,0.282513
3312.tif,0.441429,19.4667,0.298363
3313.tif,0.562293,22.909,0.31409
3314.tif,0.54907,22.3281,0.280942
3315.tif,0.571645,21.7675,0.261039
3316.tif,0.560376,20.264,0.302508
3317.tif,0.441883,20.145,0.291352
3318.tif,0.494385,20.2007,0.298084
3319.tif,0.517092,18.4208,0.311107
332.tif,0.50283,19.9283,0.302059
3320.tif,0.509021,20.5872,0.238915
3321.tif,0.457495,20.2497,0.263152
3322.tif,0.462104,20.1799,0.281687
3323.tif,0.518394,20.9881,0.32466
3324.tif,0.541357,21.8996,0.259288
3325.tif,0.458596,19.8673,0.275414
3326.tif,0.534589,19.8419,0.301607
3327.tif,0.525592,21.0079,0.329573
3328.tif,0.476049,20.9543,0.277253
3329.tif,0.510974,20.0044,0.284488
333.tif,0.793923,25.0116,0.22748
3330.tif,0.46965,20.6012,0.289734
3331.tif,0.581829,21.2673,0.297267
3332.tif,0.571034,21.7241,0.322219
3333.tif,0.494524,19.5686,0.302567
3334.tif,0.487809,20.4382,0.276013
3335.tif,0.528454,20.6878,0.265654
3336.tif,0.517446,21.536,0.291415
3337.tif,0.588749,23.0308,0.265418
3338.tif,0.403764,20.018,0.291181
3339.tif,0.498039,18.6816,0.33143
334.tif,0.429162,19.1614,0.338957
3340.tif,0.677735,22.8808,0.256126
3341.tif,0.452589,20.6639,0.273815
3342.tif,0.488684,20.7635,0.281816
3343.tif,0.640632,21.881,0.274599
3344.tif,0.521393,20.5129,0.273857
3345.tif,0.506385,18.7396,0.2818
3346.tif,0.571268,21.0645,0.30621
3347.tif,0.428757,19.7002,0.269991
3348.tif,0.58295,19.4766,0.26725
3349.tif,0.59999,22.0009,0.263708
335.tif,0.488136,20.8173,0.279831
3350.tif,0.481624,20.0493,0.293133
3351.tif,0.507004,20.1885,0.309447
3352.tif,0.59439,21.0129,0.281745
3353.tif,0.537522,21.5258,0.275451
3354.tif,0.503096,19.8904,0.255639
3355.tif,0.607179,21.4908,0.37445
3356.tif,0.473898,20.3889,0.3112
3357.tif,0.576763,18.4094,0.325308
3358.tif,0.53291,20.4662,0.296107
3359.tif,0.57619,21.5975,0.27619
336.tif,0.496081,20.3236,0.289678
3360.tif,0.532697,18.7142,0.403032
3361.tif,0.459161,19.6848,0.315808
3362.tif,0.603418,24.1254,0.262134
3363.tif,0.597144,21.3165,0.286504
3364.tif,0.442115,20.801,0.309016
3365.tif,0.662083,22.2403,0.240592
3366.tif,0.586904,22.7123,0.277211
3367.tif,0.697944,22.4447,0.336648
3368.tif,0.489373,21.2811,0.262118
3369.tif,0.541087,19.4674,0.364839
337.tif,0.558443,22.5191,0.297497
3370.tif,0.484848,16.7605,0.314075
3371.tif,0.462126,20.6495,0.277172
3372.tif,0.511808,19.8709,0.323168
3373.tif,0.606415,21.3416,0.268444
3374.tif,0.472819,20.8427,0.279962
3375.tif,0.461723,20.2619,0.285421
3376.tif,0.531883,20.4725,0.296171
3377.tif,0.397835,19.3327,0.311091
3378.tif,0.499765,19.1084,0.316199
3379.tif,0.46313,20.6441,0.284728
338.tif,0.545436,20.2594,0.270619
3380.tif,0.599243,20.6627,0.30338
3381.tif,0.545931,20.1661,0.301842
3382.tif,0.57347,21.4602,0.290518
3383.tif,0.423843,17.5062,0.340022
3384.tif,0.70017,24.0599,0.274444
3385.tif,0.418339,19.1181,0.316363
3386.tif,0.612817,22.5584,0.266685
3387.tif,0.585277,22.022,0.254536
3388.tif,0.500207,20.6811,0.296109
3389.tif,0.529504,21.5246,0.266102
339.tif,0.718994,23.9443,0.251623
3390.tif,0.421769,19.435,0.309557
3391.tif,0.500507,19.8989,0.316654
3392.tif,0.575751,21.1281,0.320206
3393.tif,0.516861,19.5252,0.300471
3394.tif,0.502238,19.3089,0.271766
3395.tif,0.489986,20.1283,0.259115
3396.tif,0.668624,23.1108,0.267328
3397.tif,0.512578,21.1523,0.271913
3398.tif,0.601696,22.7819,0.280597
3399.tif,0.588187,22.7072,0.266563
34.tif,0.580832,21.1407,0.227501
340.tif,0.518433,22.8245,0.329048
3400.tif,0.546523,20.7985,0.251211
3401.tif,0.480572,20.8366,0.272749
3402.tif,0.49523,20.9844,0.275997
3403.tif,0.607767,22.1763,0.272377
3404.tif,0.521705,21.8399,0.242697
3405.tif,0.643154,24.0468,0.292028
3406.tif,0.604544,20.1229,0.317844
3407.tif,0.513252,21.8138,0.25192
3408.tif,0.49313,21.5719,0.266658
3409.tif,0.564008,19.2509,0.311258
341.tif,0.603864,19.2685,0.281853
3410.tif,0.493706,20.3924,0.301305
3411.tif,0.486256,20.6027,0.292969
3412.tif,0.605175,22.2241,0.249154
3413.tif,0.727128,24.3131,0.246519
3414.tif,0.528164,22.2671,0.273925
