split,file,ssim,psnr,lpips
train,11791.tif,0.599091,23.0763,0.289667
train,11792.tif,0.471899,18.892,0.292295
train,11793.tif,0.671581,23.5501,0.267574
train,11794.tif,0.702464,23.2385,0.249877
train,11795.tif,0.511767,20.2184,0.285491
train,11796.tif,0.450421,20.141,0.325343
train,11797.tif,0.699278,22.5289,0.206859
train,11798.tif,0.418785,19.449,0.294723
train,11799.tif,0.559624,21.1882,0.258465
train,118.tif,0.550245,19.4737,0.283175
train,1180.tif,0.544162,21.0372,0.303456
train,11800.tif,0.474741,21.5612,0.244553
train,11801.tif,0.512261,20.5826,0.282295
train,11802.tif,0.526787,20.8923,0.228936
train,11803.tif,0.564046,22.7307,0.222118
train,11804.tif,0.535929,21.9282,0.258841
train,11805.tif,0.581356,23.4828,0.273889
train,11806.tif,0.563879,21.6543,0.254959
train,11807.tif,0.687185,22.781,0.237169
train,11808.tif,0.53602,19.2984,0.269629
train,11809.tif,0.595877,19.8387,0.250728
train,1181.tif,0.637711,21.2189,0.281153
train,11810.tif,0.551425,20.0253,0.282298
train,11811.tif,0.644708,19.9206,0.274733
train,11812.tif,0.504777,20.986,0.287972
train,11813.tif,0.450735,19.844,0.282434
train,11814.tif,0.627,22.3131,0.270101
train,11815.tif,0.510222,20.912,0.265956
train,11816.tif,0.486297,20.1923,0.252288
train,11817.tif,0.522226,22.417,0.263765
train,11818.tif,0.606976,22.9378,0.271577
train,11819.tif,0.696699,24.0259,0.218248
train,1182.tif,0.568001,22.456,0.26733
train,11820.tif,0.592618,21.523,0.240377
train,11821.tif,0.574273,20.5084,0.251671
train,11822.tif,0.651251,22.5293,0.215493
train,11823.tif,0.665728,22.4603,0.215666
train,11824.tif,0.711116,24.3987,0.20422
train,11825.tif,0.63757,22.4448,0.242131
train,11826.tif,0.543265,22.0841,0.260118
train,11827.tif,0.535714,21.5893,0.258686
train,11828.tif,0.551166,21.2149,0.276559
train,11829.tif,0.50855,20.7844,0.247108
train,1183.tif,0.608779,23.7372,0.312191
train,11830.tif,0.526549,22.0825,0.26895
train,11831.tif,0.485575,19.0688,0.246633
train,11832.tif,0.575859,22.5416,0.23883
train,11833.tif,0.536884,21.3537,0.249277
train,11834.tif,0.462097,19.3985,0.278927
train,11835.tif,0.54117,21.8008,0.233585
train,11836.tif,0.634563,22.9223,0.24868
train,11837.tif,0.555492,21.4541,0.270507
train,11838.tif,0.460977,20.2165,0.258011
train,11839.tif,0.445672,19.9048,0.306255
train,1184.tif,0.557575,19.777,0.276464
train,11840.tif,0.603081,23.0742,0.269073
train,11841.tif,0.470847,20.2844,0.268807
train,11842.tif,0.536946,21.7986,0.256357
train,11843.tif,0.55483,22.2382,0.238392
train,11844.tif,0.539082,20.8116,0.290484
train,11845.tif,0.706651,23.7916,0.232026
train,11846.tif,0.598607,22.7978,0.273754
train,11847.tif,0.754371,20.8889,0.26938
train,11848.tif,0.640763,22.6336,0.31102
train,11849.tif,0.491717,19.8319,0.274325
train,1185.tif,0.495491,20.3257,0.262207
train,11850.tif,0.602379,22.4775,0.252224
train,11851.tif,0.565455,22.4122,0.230634
train,11852.tif,0.719555,21.293,0.285344
train,11853.tif,0.53803,22.0323,0.242158
train,11854.tif,0.627622,22.8651,0.257589
train,11855.tif,0.528424,21.1125,0.259003
train,11856.tif,0.406703,19.5166,0.294149
train,11857.tif,0.545635,20.2302,0.287257
train,11858.tif,0.678439,23.1292,0.292486
train,11859.tif,0.451881,19.3491,0.285253
train,1186.tif,0.54148,23.5911,0.302639
train,11860.tif,0.644967,23.3379,0.225244
train,11861.tif,0.529973,21.1964,0.241047
train,11862.tif,0.520787,18.9524,0.287475
train,11863.tif,0.566959,21.5684,0.249927
train,11864.tif,0.727002,25.0997,0.240746
train,11865.tif,0.504514,21.8747,0.271674
train,11866.tif,0.557123,20.8068,0.245495
train,11867.tif,0.705799,23.7416,0.235648
train,11868.tif,0.706386,19.4094,0.36265
train,11869.tif,0.580134,21.6261,0.211792
train,1187.tif,0.482399,20.3701,0.274811
train,11870.tif,0.696943,22.4756,0.242727
train,11871.tif,0.590274,21.4839,0.246256
train,11872.tif,0.498912,21.5367,0.263756
train,11873.tif,0.640668,20.96,0.265077
train,11874.tif,0.675023,23.4959,0.245261
train,11875.tif,0.578894,22.905,0.284128
train,11876.tif,0.497554,21.1073,0.256264
train,11877.tif,0.630789,23.3673,0.270928
train,11878.tif,0.488852,21.0741,0.342802
train,11879.tif,0.518606,20.7322,0.306893
train,1188.tif,0.484485,19.3729,0.303008
train,11880.tif,0.577079,19.8107,0.266068
train,11881.tif,0.775963,25.087,0.250418
train,11882.tif,0.610383,21.4913,0.256305
train,11883.tif,0.68816,21.9353,0.201914
train,11884.tif,0.663478,20.5616,0.248374
train,11885.tif,0.688316,23.94,0.259979
train,11886.tif,0.556091,22.0676,0.278943
train,11887.tif,0.522085,20.6509,0.361464
train,11888.tif,0.599011,21.9709,0.267125
train,11889.tif,0.53053,20.0089,0.277267
train,1189.tif,0.50612,19.9876,0.278958
train,11890.tif,0.666725,23.7276,0.20894
train,11891.tif,0.612173,19.7843,0.29678
train,11892.tif,0.576763,22.5434,0.265461
train,11893.tif,0.590337,19.9833,0.295009
train,11894.tif,0.578803,22.273,0.238577
train,11895.tif,0.47714,19.558,0.248239
train,11896.tif,0.633847,22.978,0.244857
train,11897.tif,0.448193,20.9037,0.289067
train,11898.tif,0.653851,20.1886,0.279426
train,11899.tif,0.509953,21.028,0.273591
train,119.tif,0.495317,20.6558,0.333612
train,1190.tif,0.537022,20.0489,0.291929
train,11900.tif,0.693057,24.7134,0.22235
train,11901.tif,0.634237,22.3721,0.311285
train,11902.tif,0.588006,20.5111,0.306674
train,11903.tif,0.478811,20.3706,0.261596
train,11904.tif,0.564987,21.7988,0.246029
train,11905.tif,0.636513,21.5807,0.261138
train,11906.tif,0.535839,21.9042,0.25317
train,11907.tif,0.444222,20.3256,0.264049
train,11908.tif,0.709601,22.9872,0.22357
train,11909.tif,0.624082,22.7741,0.244436
train,1191.tif,0.587771,22.9249,0.297478
train,11910.tif,0.606052,21.7109,0.249017
train,11911.tif,0.604084,19.9754,0.244778
train,11912.tif,0.520977,20.348,0.302494
train,11913.tif,0.552972,16.4241,0.379919
train,11914.tif,0.655616,22.4146,0.236108
train,11915.tif,0.614782,22.3069,0.250174
train,11916.tif,0.733303,21.4901,0.240339
train,11917.tif,0.66169,24.1875,0.229861
train,11918.tif,0.737966,24.2776,0.210702
train,11919.tif,0.527976,20.8815,0.286984
train,1192.tif,0.529742,19.7414,0.301844
train,11920.tif,0.504973,20.7141,0.251024
train,11921.tif,0.593728,22.346,0.286102
train,11922.tif,0.546275,20.8109,0.29546
train,11923.tif,0.609496,22.5167,0.25103
train,11924.tif,0.632526,22.1958,0.243913
train,11925.tif,0.607005,23.0368,0.276332
train,11926.tif,0.535698,21.6893,0.243181
train,11927.tif,0.758375,25.1129,0.209433
train,11928.tif,0.662279,23.0493,0.234686
train,11929.tif,0.672278,23.3137,0.219117
train,1193.tif,0.564053,21.7304,0.245022
train,11930.tif,0.609049,19.2538,0.275141
train,11931.tif,0.65139,23.3963,0.239787
train,11932.tif,0.525041,20.0316,0.259388
train,11933.tif,0.45856,20.9229,0.31383
train,11934.tif,0.613447,23.0527,0.255859
train,11935.tif,0.700954,23.7476,0.216469
train,11936.tif,0.66173,24.0243,0.233258
train,11937.tif,0.558183,21.2944,0.289006
train,11938.tif,0.584856,21.5722,0.247419
train,11939.tif,0.484314,19.2922,0.267309
train,1194.tif,0.607201,19.7052,0.276914
train,11940.tif,0.566378,21.369,0.273223
train,11941.tif,0.521436,21.6823,0.272347
train,11942.tif,0.529274,22.2439,0.268848
train,11943.tif,0.594995,20.6747,0.256733
train,11944.tif,0.528315,20.9056,0.269203
train,11945.tif,0.660589,20.9196,0.233642
train,11946.tif,0.70669,23.7862,0.237438
train,11947.tif,0.475637,20.027,0.300001
train,11948.tif,0.513138,21.6413,0.218277
train,11949.tif,0.487178,19.1395,0.320814
train,1195.tif,0.536749,21.195,0.251683
train,11950.tif,0.565628,21.5037,0.256816
train,11951.tif,0.51824,22.2362,0.303846
train,11952.tif,0.571722,21.8213,0.263957
train,11953.tif,0.549578,22.0562,0.258562
train,11954.tif,0.424594,19.0047,0.2997
train,11955.tif,0.546658,20.9951,0.277601
train,11956.tif,0.490457,21.7246,0.277336
train,11957.tif,0.662012,23.2954,0.2377
train,11958.tif,0.536979,21.0697,0.260209
train,11959.tif,0.531683,19.623,0.311532
train,1196.tif,0.615368,22.9148,0.283953
train,11960.tif,0.577849,22.5951,0.256733
train,11961.tif,0.645423,20.74,0.286013
train,11962.tif,0.714954,23.5136,0.326168
train,11963.tif,0.602987,23.4753,0.257501
train,11964.tif,0.683714,24.4283,0.246908
train,11965.tif,0.708667,23.2514,0.230055
train,11966.tif,0.681551,23.5317,0.285207
train,11967.tif,0.461664,20.1739,0.275804
train,11968.tif,0.644131,21.3472,0.285665
train,11969.tif,0.73024,23.7267,0.240853
train,1197.tif,0.460918,21.5882,0.355885
train,11970.tif,0.683726,24.0982,0.252055
train,11971.tif,0.538515,22.2466,0.268077
train,11972.tif,0.526895,19.6935,0.319068
train,11973.tif,0.687952,22.5096,0.221196
train,11974.tif,0.557347,21.1849,0.373865
train,11975.tif,0.586757,22.9251,0.284207
train,11976.tif,0.529877,21.3898,0.257711
train,11977.tif,0.587317,22.1511,0.233595
train,11978.tif,0.507731,20.5795,0.238251
train,11979.tif,0.588462,21.41,0.278694
train,1198.tif,0.536139,22.8493,0.356902
train,11980.tif,0.676511,23.5691,0.245137
train,11981.tif,0.479678,20.7565,0.268055
train,11982.tif,0.563552,18.4862,0.309544
train,11983.tif,0.533489,21.6271,0.26309
train,11984.tif,0.497662,20.3629,0.271925
train,11985.tif,0.555329,22.3703,0.276735
train,11986.tif,0.481262,20.8383,0.302614
train,11987.tif,0.623731,22.7766,0.264756
train,11988.tif,0.480622,17.5943,0.351731
train,11989.tif,0.60308,21.4399,0.237425
train,1199.tif,0.493603,18.2576,0.309236
train,11990.tif,0.602593,22.2482,0.252496
train,11991.tif,0.513159,21.2906,0.285783
train,11992.tif,0.602924,21.0384,0.262504
train,11993.tif,0.571177,22.101,0.274667
train,11994.tif,0.636946,22.4942,0.226238
train,11995.tif,0.545199,21.2544,0.272126
train,11996.tif,0.713149,25.3319,0.225825
train,11997.tif,0.531237,21.8817,0.241142
train,11998.tif,0.506319,20.9788,0.280353
train,11999.tif,0.616836,22.7854,0.277029
train,12.tif,0.663792,22.3552,0.283713
train,120.tif,0.443319,19.2167,0.338342
train,1200.tif,0.633193,21.812,0.275939
train,12000.tif,0.633647,23.2448,0.274889
train,12001.tif,0.51993,21.7505,0.236783
train,12002.tif,0.557104,19.7637,0.281347
train,12003.tif,0.654912,22.9118,0.210941
train,12004.tif,0.736644,25.578,0.224657
train,12005.tif,0.625591,22.4145,0.230492
train,12006.tif,0.817649,23.7058,0.274808
train,12007.tif,0.795429,25.807,0.253851
train,12008.tif,0.541818,20.9935,0.276982
train,12009.tif,0.485501,19.3095,0.313822
train,1201.tif,0.508147,19.8083,0.251156
train,12010.tif,0.524136,21.1041,0.270821
train,12011.tif,0.694369,24.113,0.242825
train,12012.tif,0.651661,22.0429,0.260881
train,12013.tif,0.614961,22.0793,0.276833
train,12014.tif,0.560619,22.3439,0.249185
train,12015.tif,0.617493,23.0147,0.253891
train,12016.tif,0.624475,21.4319,0.241368
train,12017.tif,0.645436,22.9045,0.219807
train,12018.tif,0.660582,21.6997,0.268861
train,12019.tif,0.537437,19.6684,0.270905
train,1202.tif,0.56161,21.635,0.303442
train,12020.tif,0.618786,22.7904,0.269502
train,12021.tif,0.49288,20.4307,0.271409
train,12022.tif,0.607217,23.3413,0.25906
train,12023.tif,0.650889,22.2558,0.269477
train,12024.tif,0.493843,19.7151,0.303824
train,12025.tif,0.686105,24.3791,0.239931
train,12026.tif,0.557077,22.7692,0.239228
train,12027.tif,0.739424,24.0085,0.221118
train,12028.tif,0.457109,17.9201,0.280609
train,12029.tif,0.611172,22.4161,0.279257
train,1203.tif,0.568128,21.1476,0.273485
train,12030.tif,0.498151,21.1197,0.255588
train,12031.tif,0.477859,19.5327,0.324614
train,12032.tif,0.507705,19.5256,0.295532
train,12033.tif,0.453992,20.0171,0.329801
train,12034.tif,0.729112,24.1075,0.19065
train,12035.tif,0.561927,19.1798,0.275302
train,12036.tif,0.485477,20.3887,0.297358
train,12037.tif,0.639158,21.2316,0.235744
train,12038.tif,0.553059,20.6966,0.304249
train,12039.tif,0.663103,20.1409,0.244684
train,1204.tif,0.568078,22.5708,0.294538
train,12040.tif,0.540698,21.2898,0.261983
train,12041.tif,0.506187,20.4368,0.289093
train,12042.tif,0.685776,23.6766,0.219782
train,12043.tif,0.458288,20.7529,0.31972
train,12044.tif,0.569438,22.1955,0.222008
train,12045.tif,0.596221,21.9945,0.258165
train,12046.tif,0.661404,24.4468,0.266487
train,12047.tif,0.761708,24.2293,0.19442
train,12048.tif,0.559765,22.3213,0.238221
train,12049.tif,0.624231,23.1534,0.251224
train,1205.tif,0.705825,23.5589,0.20181
train,12050.tif,0.429957,19.7717,0.252249
train,12051.tif,0.596544,23.4447,0.231507
train,12052.tif,0.611835,22.0898,0.2795
train,12053.tif,0.562332,22.493,0.24519
train,12054.tif,0.602049,22.7855,0.251273
train,12055.tif,0.576099,22.177,0.267722
train,12056.tif,0.584708,22.4658,0.29895
train,12057.tif,0.534085,21.8514,0.277403
train,12058.tif,0.576297,21.6101,0.251785
train,12059.tif,0.658976,21.7619,0.261033
train,1206.tif,0.509737,19.1827,0.27289
train,12060.tif,0.536047,20.761,0.251492
train,12061.tif,0.613703,21.5715,0.242316
train,12062.tif,0.486263,19.9458,0.266959
train,12063.tif,0.601031,22.5765,0.239123
train,12064.tif,0.645016,23.4852,0.238998
train,12065.tif,0.612235,23.688,0.229826
train,12066.tif,0.568417,20.6347,0.260703
train,12067.tif,0.450215,19.3128,0.287274
train,12068.tif,0.44685,20.6557,0.280939
train,12069.tif,0.553973,22.3388,0.265642
train,1207.tif,0.559932,19.2,0.246515
train,12070.tif,0.514059,20.5852,0.252143
train,12071.tif,0.674144,21.9996,0.305927
train,12072.tif,0.529286,21.2092,0.264572
train,12073.tif,0.663933,22.9126,0.236942
train,12074.tif,0.668393,23.2454,0.245908
train,12075.tif,0.665482,23.2127,0.216203
train,12076.tif,0.504128,20.9732,0.265211
train,12077.tif,0.557519,20.793,0.302521
train,12078.tif,0.683857,24.7328,0.228271
train,12079.tif,0.458506,19.881,0.255975
train,1208.tif,0.683002,21.4972,0.261669
train,12080.tif,0.520746,21.1649,0.238628
train,12081.tif,0.655895,22.5589,0.231136
train,12082.tif,0.613749,23.1704,0.24815
train,12083.tif,0.550508,20.8376,0.258283
train,12084.tif,0.677456,23.0553,0.238816
train,12085.tif,0.63901,23.0109,0.233868
train,12086.tif,0.669274,22.8505,0.229238
train,12087.tif,0.513505,20.7302,0.276596
train,12088.tif,0.527841,18.1089,0.323368
train,12089.tif,0.612122,21.6013,0.266604
train,1209.tif,0.693372,19.8672,0.277225
train,12090.tif,0.60899,21.1476,0.268061
train,12091.tif,0.624309,23.4343,0.213362
train,12092.tif,0.559413,20.8134,0.247922
train,12093.tif,0.687873,24.0207,0.238248
train,12094.tif,0.615194,21.159,0.284397
train,12095.tif,0.470929,20.2081,0.267931
train,12096.tif,0.606103,21.8624,0.232514
train,12097.tif,0.639249,23.5839,0.258761
train,12098.tif,0.621624,22.8052,0.276763
train,12099.tif,0.640086,22.1224,0.254057
train,121.tif,0.714779,23.7046,0.254662
train,1210.tif,0.491067,19.1933,0.3155
train,12100.tif,0.669054,21.9209,0.229551
train,12101.tif,0.561056,22.4195,0.249554
train,12102.tif,0.647704,22.6172,0.336383
train,12103.tif,0.504185,20.3864,0.260854
train,12104.tif,0.531216,19.8274,0.265887
train,12105.tif,0.505543,22.6765,0.290403
train,12106.tif,0.608009,22.3809,0.246112
train,12107.tif,0.677088,22.6968,0.231745
train,12108.tif,0.626814,22.7147,0.226346
train,12109.tif,0.555423,23.2034,0.268744
train,1211.tif,0.460874,19.0575,0.291112
train,12110.tif,0.640824,22.8825,0.219428
train,12111.tif,0.573631,22.0679,0.298953
train,12112.tif,0.574538,21.8325,0.247085
train,12113.tif,0.52285,21.3189,0.274712
train,12114.tif,0.586994,22.2649,0.250016
train,12115.tif,0.482688,21.0307,0.250612
train,12116.tif,0.505116,22.2231,0.270956
train,12117.tif,0.489026,20.6489,0.264885
train,12118.tif,0.64954,24.2098,0.22885
train,12119.tif,0.679898,23.5998,0.291007
train,1212.tif,0.556221,18.1392,0.275696
train,12120.tif,0.609824,22.8905,0.28178
train,12121.tif,0.551177,20.5581,0.283093
train,12122.tif,0.710898,24.1249,0.227336
train,12123.tif,0.604794,21.1054,0.267715
train,12124.tif,0.640588,21.9718,0.230667
train,12125.tif,0.529385,20.7973,0.268042
train,12126.tif,0.671803,23.9965,0.235512
train,12127.tif,0.647716,20.5903,0.283324
train,12128.tif,0.628389,23.0793,0.267645
train,12129.tif,0.472791,19.7442,0.263165
train,1213.tif,0.64688,23.3957,0.255573
train,12130.tif,0.511139,20.4798,0.269224
train,12131.tif,0.51508,20.4881,0.256286
train,12132.tif,0.543457,22.1697,0.239545
train,12133.tif,0.600417,20.2361,0.249642
train,12134.tif,0.651085,20.6619,0.244141
train,12135.tif,0.657042,24.0318,0.244853
train,12136.tif,0.764098,24.3703,0.226989
train,12137.tif,0.583341,22.6501,0.255014
train,12138.tif,0.557848,21.4976,0.274439
train,12139.tif,0.734931,24.7913,0.254131
train,1214.tif,0.522409,19.2391,0.281132
train,12140.tif,0.687277,23.4732,0.231845
train,12141.tif,0.781048,23.1093,0.267432
train,12142.tif,0.672952,21.9045,0.244949
train,12143.tif,0.463793,19.8224,0.309202
train,12144.tif,0.645212,21.019,0.228772
train,12145.tif,0.692289,23.3597,0.234877
train,12146.tif,0.543873,22.9293,0.239341
train,12147.tif,0.693516,23.6128,0.236771
train,12148.tif,0.425553,19.2757,0.27308
train,12149.tif,0.724873,24.3266,0.215232
train,1215.tif,0.490973,20.1891,0.265445
train,12150.tif,0.606701,20.9287,0.295945
train,12151.tif,0.613005,22.4992,0.281983
train,12152.tif,0.529924,20.5304,0.334069
train,12153.tif,0.581515,20.9808,0.26033
train,12154.tif,0.593551,22.8454,0.247207
train,12155.tif,0.717845,24.808,0.216784
train,12156.tif,0.629178,23.1059,0.242086
train,12157.tif,0.520097,20.6645,0.282012
train,12158.tif,0.686066,23.2165,0.251925
train,12159.tif,0.564083,18.7475,0.250446
train,1216.tif,0.614356,21.7405,0.245534
train,12160.tif,0.530442,21.3162,0.317827
train,12161.tif,0.694741,24.4887,0.248084
train,12162.tif,0.51129,21.5127,0.265185
train,12163.tif,0.543855,21.5382,0.285579
train,12164.tif,0.483535,20.0406,0.264827
train,12165.tif,0.567941,19.1264,0.301218
train,12166.tif,0.651997,23.6437,0.264031
train,12167.tif,0.693223,23.5973,0.252325
train,12168.tif,0.686424,24.4276,0.261551
train,12169.tif,0.551833,19.167,0.35836
train,1217.tif,0.515195,21.1261,0.282207
train,12170.tif,0.688165,22.6879,0.224731
train,12171.tif,0.587541,22.7095,0.282459
train,12172.tif,0.534209,21.1487,0.263228
train,12173.tif,0.660139,23.3982,0.250148
train,12174.tif,0.507018,21.829,0.246388
train,12175.tif,0.629105,21.5603,0.246107
train,12176.tif,0.648361,18.5875,0.267465
train,12177.tif,0.487743,20.8164,0.254307
train,12178.tif,0.752136,22.5868,0.288314
train,12179.tif,0.544196,20.9126,0.313033
train,1218.tif,0.495276,20.9687,0.237594
train,12180.tif,0.567952,22.4177,0.28776
train,12181.tif,0.646619,21.9459,0.218375
train,12182.tif,0.587767,23.7269,0.275836
train,12183.tif,0.471338,21.3889,0.258784
train,12184.tif,0.599962,22.9442,0.264843
train,12185.tif,0.564244,22.4818,0.221502
train,12186.tif,0.482084,20.8892,0.268058
train,12187.tif,0.506077,19.8585,0.274241
train,12188.tif,0.626785,21.6417,0.2422
train,12189.tif,0.67674,23.2239,0.234184
train,1219.tif,0.486085,21.8815,0.348241
train,12190.tif,0.635692,23.744,0.232255
train,12191.tif,0.618604,19.0463,0.281805
train,12192.tif,0.662283,20.9517,0.223244
train,12193.tif,0.491417,20.6758,0.266363
train,12194.tif,0.737925,23.2258,0.304891
train,12195.tif,0.633798,20.6908,0.2776
train,12196.tif,0.638714,22.5693,0.243624
train,12197.tif,0.4832,21.1035,0.259483
train,12198.tif,0.660093,23.6144,0.272871
train,12199.tif,0.598318,21.4521,0.346311
train,122.tif,0.71522,23.6209,0.25266
train,1220.tif,0.643022,23.0422,0.272396
train,12200.tif,0.576045,23.0401,0.272975
train,12201.tif,0.499219,21.0437,0.262381
train,12202.tif,0.501361,20.7102,0.291861
train,12203.tif,0.595529,22.1229,0.270183
train,12204.tif,0.661423,22.9288,0.245208
train,12205.tif,0.532536,20.2836,0.280364
train,12206.tif,0.751371,24.9234,0.225383
train,12207.tif,0.550838,20.4979,0.328295
train,12208.tif,0.564362,20.6006,0.300478
train,12209.tif,0.729627,20.6815,0.299144
train,1221.tif,0.645595,20.6718,0.2309
train,12210.tif,0.645452,22.4565,0.274974
train,12211.tif,0.616422,20.9405,0.265776
train,12212.tif,0.579218,22.8206,0.267508
train,12213.tif,0.523795,20.8878,0.263197
train,12214.tif,0.68251,23.9403,0.21613
