split,file,ssim,psnr,lpips
val,5645.tif,0.516875,20.3613,0.284867
val,5646.tif,0.569915,22.7686,0.262028
val,5647.tif,0.426726,19.8093,0.302441
val,5648.tif,0.513957,19.9583,0.25761
val,5649.tif,0.605102,21.9258,0.247792
val,565.tif,0.546347,20.8682,0.237648
val,5650.tif,0.602169,22.8792,0.250854
val,5651.tif,0.543059,21.2227,0.244005
val,5652.tif,0.606218,21.4491,0.319597
val,5653.tif,0.667023,24.3005,0.214539
val,5654.tif,0.526272,22.4908,0.267488
val,5655.tif,0.529677,22.2822,0.266255
val,5656.tif,0.529653,22.2981,0.244344
val,5657.tif,0.622984,22.154,0.225928
val,5658.tif,0.483583,21.1617,0.248646
val,5659.tif,0.647759,22.5832,0.289155
val,566.tif,0.827409,25.1052,0.239721
val,5660.tif,0.534677,21.2105,0.280198
val,5661.tif,0.669351,23.1876,0.290455
val,5662.tif,0.785487,22.5034,0.268449
val,5663.tif,0.541808,19.8975,0.299385
val,5664.tif,0.589566,22.808,0.259192
val,5665.tif,0.655207,23.1426,0.243936
val,5666.tif,0.642059,22.8953,0.255466
val,5667.tif,0.65082,23.1211,0.21656
val,5668.tif,0.504514,21.2004,0.267006
val,5669.tif,0.610204,23.5756,0.23159
val,567.tif,0.539227,17.9404,0.250469
val,5670.tif,0.607792,23.0308,0.378222
val,5671.tif,0.47721,20.4238,0.278231
val,5672.tif,0.627422,22.1781,0.308675
val,5673.tif,0.471391,20.0361,0.293846
val,5674.tif,0.634198,21.4671,0.26649
val,5675.tif,0.680967,24.2284,0.221602
val,5676.tif,0.482548,21.5245,0.266713
val,5677.tif,0.522049,21.1035,0.322898
val,5678.tif,0.669635,22.6037,0.259688
val,5679.tif,0.679929,23.3595,0.228765
val,568.tif,0.688436,23.0097,0.237241
val,5680.tif,0.515967,19.8084,0.297931
val,5681.tif,0.623438,21.2702,0.256036
val,5682.tif,0.747088,20.9627,0.232966
val,5683.tif,0.650007,22.6035,0.236513
val,5684.tif,0.638313,21.9569,0.352368
val,5685.tif,0.708895,23.4012,0.250007
val,5686.tif,0.522138,20.2909,0.3339
val,5687.tif,0.619157,21.9163,0.282863
val,5688.tif,0.606164,22.6815,0.268427
val,5689.tif,0.60925,22.5079,0.244853
val,569.tif,0.55812,17.1952,0.301549
val,5690.tif,0.658617,18.2119,0.263525
val,5691.tif,0.58682,21.6372,0.255582
val,5692.tif,0.59491,22.0347,0.285706
val,5693.tif,0.56331,20.9438,0.285141
val,5694.tif,0.68182,21.5305,0.249488
val,5695.tif,0.663207,23.0267,0.222824
val,5696.tif,0.54436,21.1946,0.262998
val,5697.tif,0.558798,22.4566,0.254872
val,5698.tif,0.580826,21.1323,0.300392
val,5699.tif,0.668102,24.7944,0.267657
val,57.tif,0.545573,18.2958,0.25346
val,570.tif,0.470844,13.9654,0.351931
val,5700.tif,0.520437,21.3729,0.261633
val,5701.tif,0.50256,18.9775,0.279285
val,5702.tif,0.57478,21.5407,0.267938
val,5703.tif,0.567312,21.4157,0.299657
val,5704.tif,0.539245,20.9456,0.285657
val,5705.tif,0.526201,20.5582,0.323443
val,5706.tif,0.646558,21.3143,0.243573
val,5707.tif,0.668797,23.1608,0.29662
val,5708.tif,0.726959,22.2705,0.219841
val,5709.tif,0.659669,21.7716,0.231741
val,571.tif,0.509871,21.3771,0.342771
val,5710.tif,0.590333,21.7675,0.258832
val,5711.tif,0.546421,21.0962,0.281819
val,5712.tif,0.53305,21.4771,0.242772
val,5713.tif,0.581993,23.0795,0.285741
val,5714.tif,0.509991,20.9903,0.258295
val,5715.tif,0.506593,20.5347,0.323941
val,5716.tif,0.618776,21.257,0.239132
val,5717.tif,0.618751,22.9102,0.235095
val,5718.tif,0.703637,22.9305,0.212893
val,5719.tif,0.587389,21.0024,0.299377
val,572.tif,0.642401,21.615,0.244806
val,5720.tif,0.599502,22.7687,0.244068
val,5721.tif,0.544807,19.7818,0.286397
val,5722.tif,0.757671,23.6072,0.200304
val,5723.tif,0.684549,22.9403,0.240195
val,5724.tif,0.626667,24.0698,0.270756
val,5725.tif,0.519033,21.4092,0.257497
val,5726.tif,0.546256,17.7588,0.310117
val,5727.tif,0.576863,21.4738,0.26909
val,5728.tif,0.594005,22.5679,0.279155
val,5729.tif,0.634687,21.6989,0.244094
val,573.tif,0.434289,20.0041,0.268416
val,5730.tif,0.573054,22.431,0.281455
val,5731.tif,0.549128,18.6895,0.286107
val,5732.tif,0.501675,21.3723,0.28081
val,5733.tif,0.681792,22.8305,0.249863
val,5734.tif,0.601125,20.6382,0.251742
val,5735.tif,0.529174,20.3215,0.253908
val,5736.tif,0.548082,19.2177,0.333657
val,5737.tif,0.554799,21.5398,0.273545
val,5738.tif,0.666244,24.1655,0.232241
val,5739.tif,0.812503,23.826,0.194039
val,574.tif,0.578011,17.76,0.289849
val,5740.tif,0.589956,23.5505,0.302557
val,5741.tif,0.54151,21.7016,0.277851
val,5742.tif,0.658351,22.2633,0.242763
val,5743.tif,0.596548,21.5047,0.250679
val,5744.tif,0.633617,21.504,0.235022
val,5745.tif,0.625659,22.1872,0.239692
val,5746.tif,0.608888,22.0762,0.27612
val,5747.tif,0.52252,20.7068,0.256469
val,5748.tif,0.610631,23.3388,0.248716
val,5749.tif,0.539517,21.3425,0.26175
val,575.tif,0.455023,20.6207,0.314812
val,5750.tif,0.615414,21.8969,0.220268
val,5751.tif,0.508148,20.0058,0.272956
val,5752.tif,0.740681,24.7446,0.414657
val,5753.tif,0.474195,20.6849,0.322822
val,5754.tif,0.634146,22.3876,0.225723
val,5755.tif,0.653477,23.6481,0.229194
val,5756.tif,0.625758,19.592,0.24966
val,5757.tif,0.568185,19.7127,0.276186
val,5758.tif,0.752701,23.2994,0.203178
val,5759.tif,0.523257,20.7005,0.309747
val,576.tif,0.682942,21.58,0.261973
val,5760.tif,0.591018,23.0298,0.222651
val,5761.tif,0.505972,19.7625,0.290824
val,5762.tif,0.617161,22.9512,0.217369
val,5763.tif,0.483609,18.858,0.31642
val,5764.tif,0.5401,21.2986,0.282903
val,5765.tif,0.539927,20.9549,0.311451
val,5766.tif,0.518291,21.1688,0.232361
val,5767.tif,0.616632,23.0557,0.236568
val,5768.tif,0.750984,24.633,0.196109
val,5769.tif,0.658125,22.8047,0.213226
val,577.tif,0.696338,20.8247,0.241757
val,5770.tif,0.670022,21.7034,0.300047
val,5771.tif,0.492859,20.3035,0.264721
val,5772.tif,0.545091,20.4878,0.272511
val,5773.tif,0.547502,20.2345,0.249302
val,5774.tif,0.571662,20.5533,0.331058
val,5775.tif,0.554267,21.5722,0.257648
val,5776.tif,0.669039,22.8986,0.330023
val,5777.tif,0.545575,21.9246,0.268893
val,5778.tif,0.561442,21.5296,0.284912
val,5779.tif,0.551629,22.8664,0.232496
val,578.tif,0.562158,18.9373,0.334607
val,5780.tif,0.616425,21.5458,0.269288
val,5781.tif,0.799563,22.0325,0.245142
val,5782.tif,0.452732,19.7658,0.270463
val,5783.tif,0.594974,21.8848,0.302083
val,5784.tif,0.572482,22.0155,0.238257
val,5785.tif,0.530473,21.4026,0.272532
val,5786.tif,0.551363,20.4716,0.244956
val,5787.tif,0.547146,19.9746,0.284498
val,5788.tif,0.58,22.7519,0.301819
val,5789.tif,0.572218,22.2124,0.287251
val,579.tif,0.57528,21.3167,0.282491
val,5790.tif,0.514351,19.954,0.273351
val,5791.tif,0.519589,21.3944,0.287242
val,5792.tif,0.569082,21.1854,0.270497
val,5793.tif,0.597223,22.2872,0.283821
val,5794.tif,0.510853,20.1723,0.273262
val,5795.tif,0.686039,23.0027,0.279801
val,5796.tif,0.832552,23.968,0.276178
val,5797.tif,0.543732,21.1712,0.231695
val,5798.tif,0.488418,20.1084,0.291111
val,5799.tif,0.62808,20.6491,0.256985
val,58.tif,0.4994,21.2628,0.25723
val,580.tif,0.646261,23.0496,0.303041
val,5800.tif,0.807197,23.1822,0.197365
val,5801.tif,0.545901,22.3997,0.249682
val,5802.tif,0.678205,23.0864,0.248515
val,5803.tif,0.479456,20.5234,0.26042
val,5804.tif,0.662369,19.6671,0.267481
val,5805.tif,0.624296,22.6345,0.252122
val,5806.tif,0.606832,21.0496,0.318484
val,5807.tif,0.553829,18.7712,0.309406
val,5808.tif,0.587845,17.7207,0.312208
val,5809.tif,0.504643,21.3481,0.238338
val,581.tif,0.526004,18.3616,0.309692
val,5810.tif,0.594808,22.7314,0.246621
val,5811.tif,0.601751,23.7539,0.260257
val,5812.tif,0.525404,20.8062,0.28556
val,5813.tif,0.613147,21.0442,0.319279
val,5814.tif,0.573406,21.192,0.22756
val,5815.tif,0.577511,21.6776,0.294894
val,5816.tif,0.558505,22.0156,0.287556
val,5817.tif,0.616478,21.7388,0.264398
val,5818.tif,0.59618,23.0284,0.240997
val,5819.tif,0.479882,20.275,0.30047
val,582.tif,0.498362,19.7561,0.238388
val,5820.tif,0.598196,19.064,0.303646
val,5821.tif,0.520849,20.8434,0.284029
val,5822.tif,0.534186,20.4082,0.240227
val,5823.tif,0.55001,21.4907,0.237318
val,5824.tif,0.643254,20.3551,0.267218
val,5825.tif,0.580154,21.783,0.299299
val,5826.tif,0.796422,23.0799,0.242273
val,5827.tif,0.672323,23.4227,0.235321
val,5828.tif,0.676914,22.2919,0.306733
val,5829.tif,0.51598,20.8126,0.234051
val,583.tif,0.564025,20.1722,0.26357
val,5830.tif,0.599171,21.4605,0.239207
val,5831.tif,0.607116,21.8546,0.226396
val,5832.tif,0.603178,22.0549,0.247728
val,5833.tif,0.6146,22.13,0.241517
val,5834.tif,0.599568,24.3484,0.258294
val,5835.tif,0.595357,22.2292,0.279458
val,5836.tif,0.494957,20.4957,0.257425
val,5837.tif,0.584944,21.9721,0.246865
val,5838.tif,0.543295,21.2268,0.302225
val,5839.tif,0.47963,20.9819,0.295593
val,584.tif,0.595726,23.0496,0.203697
val,5840.tif,0.566439,21.8262,0.268001
val,5841.tif,0.576298,21.1184,0.255847
val,5842.tif,0.68171,22.5775,0.192436
val,5843.tif,0.548404,22.5048,0.27046
val,5844.tif,0.551796,21.0889,0.275729
val,5845.tif,0.597586,21.5426,0.255994
val,5846.tif,0.717967,22.2631,0.226297
val,5847.tif,0.508038,20.2809,0.279681
val,5848.tif,0.636723,24.3026,0.255635
val,5849.tif,0.494247,20.2016,0.251447
val,585.tif,0.489828,20.4515,0.336167
val,5850.tif,0.749477,23.9983,0.220061
val,5851.tif,0.531305,21.5449,0.287372
val,5852.tif,0.567239,20.2599,0.268545
val,5853.tif,0.545578,22.2585,0.264945
val,5854.tif,0.531548,20.1463,0.268309
val,5855.tif,0.524471,18.4058,0.29746
val,5856.tif,0.718757,23.246,0.238531
val,5857.tif,0.659395,22.3949,0.224318
val,5858.tif,0.506529,21.0689,0.232399
val,5859.tif,0.552631,19.4668,0.295322
val,586.tif,0.516339,20.2353,0.3054
val,5860.tif,0.63663,19.4506,0.247606
val,5861.tif,0.591464,21.5374,0.246037
val,5862.tif,0.62838,22.4857,0.287021
val,5863.tif,0.550964,21.519,0.248038
val,5864.tif,0.552458,22.3512,0.24582
val,5865.tif,0.655141,23.2633,0.261385
val,5866.tif,0.649818,23.7136,0.231023
val,5867.tif,0.578347,21.8426,0.275575
val,5868.tif,0.67506,22.8497,0.26556
val,5869.tif,0.609995,23.834,0.296385
val,587.tif,0.59642,20.5257,0.296047
val,5870.tif,0.562855,20.4117,0.289367
val,5871.tif,0.602925,22.8567,0.249086
val,5872.tif,0.749215,22.5108,0.214442
val,5873.tif,0.555302,20.8793,0.247861
val,5874.tif,0.533134,19.393,0.336843
val,5875.tif,0.580552,21.5273,0.284179
val,5876.tif,0.649187,19.2868,0.286777
val,5877.tif,0.663453,21.7105,0.230812
val,5878.tif,0.635036,24.2712,0.2664
val,5879.tif,0.66408,23.5808,0.231978
val,588.tif,0.540542,19.5162,0.262286
val,5880.tif,0.485783,19.6653,0.291472
val,5881.tif,0.575805,18.9413,0.249512
val,5882.tif,0.459671,17.9476,0.284133
val,5883.tif,0.634422,24.6125,0.274967
val,5884.tif,0.579374,22.6519,0.271902
val,5885.tif,0.532218,19.5163,0.27535
val,5886.tif,0.698354,22.8259,0.229505
val,5887.tif,0.520801,20.4826,0.296122
val,5888.tif,0.53859,21.0877,0.259489
val,5889.tif,0.544722,20.3121,0.305472
val,589.tif,0.505006,20.6593,0.232468
val,5890.tif,0.585327,21.0562,0.232383
val,5891.tif,0.692084,23.3558,0.259471
val,5892.tif,0.55147,21.1601,0.253677
val,5893.tif,0.571782,22.052,0.255923
val,5894.tif,0.53628,21.2587,0.28749
val,5895.tif,0.561428,21.1904,0.247955
val,5896.tif,0.558862,21.71,0.253201
val,5897.tif,0.618448,22.0023,0.253191
val,5898.tif,0.626497,22.9066,0.210643
val,5899.tif,0.66046,23.4365,0.253298
val,59.tif,0.765886,23.8384,0.290605
val,590.tif,0.574574,19.5618,0.26763
val,5900.tif,0.559244,20.5402,0.255038
val,5901.tif,0.546658,18.0181,0.332365
val,5902.tif,0.555294,21.6013,0.234514
val,5903.tif,0.519131,20.9088,0.293012
val,5904.tif,0.749285,21.5758,0.303977
val,5905.tif,0.568079,20.9357,0.264355
val,5906.tif,0.634993,22.0344,0.227075
val,5907.tif,0.564818,17.9192,0.29156
val,5908.tif,0.616693,23.1338,0.262858
val,5909.tif,0.614919,22.5613,0.240902
val,591.tif,0.615241,19.7885,0.317489
val,5910.tif,0.545474,21.889,0.24557
val,5911.tif,0.608331,23.7807,0.318134
val,5912.tif,0.540682,18.9767,0.308544
val,5913.tif,0.647733,22.8213,0.306828
val,5914.tif,0.690309,22.9815,0.215372
val,5915.tif,0.495258,20.1339,0.32712
val,5916.tif,0.509694,21.3455,0.25635
val,5917.tif,0.668105,23.8524,0.224596
val,5918.tif,0.485991,19.0255,0.325762
val,5919.tif,0.630307,22.7756,0.232564
val,592.tif,0.653672,18.8086,0.278595
val,5920.tif,0.515543,20.7652,0.28093
val,5921.tif,0.542245,20.1814,0.307151
val,5922.tif,0.544805,20.4703,0.293969
val,5923.tif,0.577789,21.9111,0.226631
val,5924.tif,0.575062,21.7079,0.283175
val,5925.tif,0.513236,18.823,0.289918
val,5926.tif,0.687202,21.3574,0.22632
val,5927.tif,0.592019,22.5317,0.246722
val,5928.tif,0.558206,18.4414,0.295485
val,5929.tif,0.617998,22.8473,0.283949
val,593.tif,0.490545,19.2173,0.300481
val,5930.tif,0.670141,22.3749,0.25486
val,5931.tif,0.624904,22.6361,0.277071
val,5932.tif,0.667271,23.509,0.223815
val,5933.tif,0.570259,22.2631,0.248535
val,5934.tif,0.56795,22.2571,0.265937
val,5935.tif,0.485641,18.7015,0.300604
val,5936.tif,0.447069,19.5564,0.273589
val,5937.tif,0.596312,21.4038,0.278732
val,5938.tif,0.630311,23.9516,0.252101
val,5939.tif,0.674725,23.5381,0.224903
val,594.tif,0.600227,17.8676,0.313053
val,5940.tif,0.648851,22.6972,0.240378
val,5941.tif,0.611299,23.5239,0.248132
val,5942.tif,0.609812,22.6176,0.274601
val,5943.tif,0.459958,20.0625,0.316738
val,5944.tif,0.610306,23.2245,0.233843
val,5945.tif,0.586673,20.8827,0.306025
val,5946.tif,0.728347,23.0645,0.280395
val,5947.tif,0.515931,20.3606,0.277986
val,5948.tif,0.760018,23.8996,0.205706
val,5949.tif,0.611199,22.8053,0.242324
val,595.tif,0.64381,24.1177,0.268516
val,5950.tif,0.61963,22.6986,0.252977
val,5951.tif,0.515539,20.9892,0.257592
val,5952.tif,0.67517,21.8937,0.231517
val,5953.tif,0.523714,21.6413,0.25321
val,5954.tif,0.613003,22.968,0.244459
val,5955.tif,0.617897,21.7516,0.251354
val,5956.tif,0.749632,23.713,0.245878
val,5957.tif,0.516489,20.3536,0.296311
val,5958.tif,0.617238,21.4896,0.221402
val,5959.tif,0.570593,20.7428,0.277097
val,596.tif,0.749662,24.5749,0.249912
val,5960.tif,0.624997,22.4275,0.23861
val,5961.tif,0.547455,18.1481,0.318449
val,5962.tif,0.627386,22.0055,0.228856
val,5963.tif,0.560409,20.9302,0.279833
val,5964.tif,0.606277,21.4415,0.279984
val,5965.tif,0.534174,21.3074,0.273471
val,5966.tif,0.694066,22.6455,0.222551
val,5967.tif,0.63396,21.4724,0.280632
val,5968.tif,0.650237,23.8346,0.249023
val,5969.tif,0.569745,20.9264,0.275537
val,597.tif,0.65419,24.9688,0.266633
val,5970.tif,0.584162,19.3755,0.27987
val,5971.tif,0.538756,22.5048,0.278107
val,5972.tif,0.746947,23.4434,0.247063
val,5973.tif,0.538205,20.2735,0.272904
val,5974.tif,0.607061,22.5547,0.249448
val,5975.tif,0.576956,21.947,0.238867
val,5976.tif,0.535551,19.28,0.289648
val,5977.tif,0.522716,19.9778,0.310351
val,5978.tif,0.608813,22.015,0.246343
val,5979.tif,0.5564,19.3107,0.31436
val,598.tif,0.501461,18.9562,0.334123
val,5980.tif,0.561666,20.4877,0.25558
val,5981.tif,0.552484,20.9593,0.297428
val,5982.tif,0.543991,22.0283,0.258791
val,5983.tif,0.66641,24.467,0.233665
val,5984.tif,0.612567,22.3766,0.259456
val,5985.tif,0.518828,21.0488,0.256873
val,5986.tif,0.676134,23.7798,0.276288
val,5987.tif,0.560599,21.2244,0.316053
val,5988.tif,0.53671,20.1129,0.351428
val,5989.tif,0.689362,23.131,0.194836
val,599.tif,0.578195,21.1735,0.302908
val,5990.tif,0.542373,21.1563,0.247972
val,5991.tif,0.521926,20.7651,0.280996
val,5992.tif,0.513592,23.0196,0.276605
val,5993.tif,0.562485,22.5704,0.338053
val,5994.tif,0.745664,22.5296,0.268219
val,5995.tif,0.543293,21.0327,0.272753
val,5996.tif,0.665231,23.1144,0.22346
val,5997.tif,0.51873,21.3326,0.27674
val,5998.tif,0.58166,21.6668,0.290408
val,5999.tif,0.54314,21.0682,0.232231
val,6.tif,0.624028,21.4757,0.25019
val,60.tif,0.417308,14.4942,0.329193
val,600.tif,0.556689,19.1314,0.271539
val,6000.tif,0.766654,24.3108,0.2512
val,6001.tif,0.565504,21.15,0.2997
val,6002.tif,0.636672,20.0926,0.275003
val,6003.tif,0.659225,20.5278,0.327183
val,6004.tif,0.560268,21.1873,0.276837
val,6005.tif,0.671473,21.9843,0.227589
val,6006.tif,0.553628,20.9811,0.27086
val,6007.tif,0.575488,21.0442,0.256146
val,6008.tif,0.500663,18.6655,0.29951
val,6009.tif,0.535646,20.3854,0.30711
val,601.tif,0.614071,23.5148,0.230038
val,6010.tif,0.629399,24.1032,0.216198
val,6011.tif,0.570723,20.9286,0.339604
val,6012.tif,0.591123,22.8904,0.242629
val,6013.tif,0.671772,21.9259,0.244728
val,6014.tif,0.594851,20.5266,0.254613
val,6015.tif,0.527767,20.2275,0.266464
val,6016.tif,0.584591,20.9252,0.250437
val,6017.tif,0.682527,20.0456,0.346689
val,6018.tif,0.574402,21.2901,0.246376
val,6019.tif,0.444493,18.8206,0.286693
val,602.tif,0.721801,21.6773,0.233581
val,6020.tif,0.592893,22.0917,0.250099
val,6021.tif,0.492057,21.1358,0.238955
val,6022.tif,0.538255,19.8851,0.302131
val,6023.tif,0.675832,23.87,0.226321
val,6024.tif,0.499239,20.8846,0.288677
val,6025.tif,0.575255,21.6802,0.247203
val,6026.tif,0.605313,22.528,0.24908
val,6027.tif,0.608114,21.427,0.361895
val,6028.tif,0.634929,22.2401,0.257814
val,6029.tif,0.521289,21.9431,0.26663
val,603.tif,0.68262,22.5161,0.264609
val,6030.tif,0.542698,20.8423,0.305567
val,6031.tif,0.583731,22.978,0.254627
val,6032.tif,0.587672,22.7085,0.276526
val,6033.tif,0.543186,21.7896,0.265527
val,6034.tif,0.564077,21.959,0.302982
val,6035.tif,0.679266,23.5942,0.250842
val,6036.tif,0.678958,21.5539,0.246686
val,6037.tif,0.668515,23.7088,0.268621
val,6038.tif,0.576344,22.3287,0.282042
val,6039.tif,0.686288,24.5376,0.225578
val,604.tif,0.591643,22.4319,0.276728
val,6040.tif,0.542681,21.7577,0.274542
val,6041.tif,0.605601,22.4801,0.293862
val,6042.tif,0.633898,19.8477,0.241971
val,6043.tif,0.617615,22.6883,0.305098
val,6044.tif,0.610637,22.0269,0.321757
val,6045.tif,0.568518,21.1749,0.321662
val,6046.tif,0.759946,23.9976,0.283837
val,6047.tif,0.5434,19.8437,0.297144
val,6048.tif,0.53644,21.2688,0.29381
val,6049.tif,0.66244,22.8287,0.264759
val,605.tif,0.55671,23.1343,0.297919
val,6050.tif,0.717603,22.9935,0.21072
val,6051.tif,0.491266,18.7049,0.293329
val,6052.tif,0.585846,20.7545,0.276039
val,6053.tif,0.658955,23.6361,0.247673
val,6054.tif,0.579542,22.2649,0.274524
val,6055.tif,0.595858,22.1617,0.276265
val,6056.tif,0.685877,24.8845,0.223259
val,6057.tif,0.616625,23.0038,0.260863
val,6058.tif,0.50363,20.1649,0.313792
val,6059.tif,0.667677,24.3343,0.245302
val,606.tif,0.474313,18.5458,0.405011
val,6060.tif,0.627751,21.8439,0.256804
val,6061.tif,0.66144,22.7798,0.228946
val,6062.tif,0.546613,21.8986,0.264877
val,6063.tif,0.589875,20.7495,0.243389
val,6064.tif,0.541566,20.1656,0.318985
val,6065.tif,0.680581,22.987,0.210003
val,6066.tif,0.573048,22.5184,0.325125
val,6067.tif,0.483581,19.3985,0.277436
val,6068.tif,0.562791,20.0584,0.29808
val,6069.tif,0.675326,23.8155,0.24194
val,607.tif,0.562182,19.2862,0.307361
val,6070.tif,0.564851,20.4368,0.292351
val,6071.tif,0.561993,17.6151,0.335596
val,6072.tif,0.532327,20.7549,0.41345
val,6073.tif,0.605559,22.4685,0.298278
val,6074.tif,0.583967,21.4822,0.294978
val,6075.tif,0.597726,23.4976,0.259902
val,6076.tif,0.648249,22.2717,0.271674
val,6077.tif,0.647089,23.1019,0.207885
val,6078.tif,0.607462,22.3673,0.255207
val,6079.tif,0.733064,22.9292,0.219406
val,608.tif,0.506328,20.9118,0.312672
val,6080.tif,0.512615,20.6355,0.327827
val,6081.tif,0.504865,20.6277,0.270181
val,6082.tif,0.688526,24.2914,0.201322
val,6083.tif,0.650276,23.9918,0.206324
val,6084.tif,0.480085,18.4699,0.310518
val,6085.tif,0.624622,23.1908,0.194915
val,6086.tif,0.574273,21.8505,0.281232
val,6087.tif,0.539315,20.9609,0.307537
val,6088.tif,0.544585,21.6169,0.28094
val,6089.tif,0.709467,25.0553,0.230517
val,609.tif,0.685737,23.6017,0.240447
val,6090.tif,0.621338,22.4263,0.279572
val,6091.tif,0.621291,21.0385,0.256793
val,6092.tif,0.756863,23.8321,0.250636
val,6093.tif,0.566351,22.2858,0.251266
val,6094.tif,0.542425,21.0872,0.305943
val,6095.tif,0.509276,19.3186,0.30761
val,6096.tif,0.526542,22.5579,0.307168
val,6097.tif,0.58711,19.0566,0.264975
val,6098.tif,0.524831,18.8993,0.32303
val,6099.tif,0.676927,21.1232,0.221057
val,61.tif,0.549651,21.2249,0.2759
val,610.tif,0.568052,20.9979,0.30539
val,6100.tif,0.519256,21.0476,0.285259
val,6101.tif,0.633471,22.5741,0.242657
val,6102.tif,0.521151,20.9054,0.254509
val,6103.tif,0.593385,22.5653,0.261779
val,6104.tif,0.550049,20.893,0.27691
val,6105.tif,0.655972,24.5549,0.263291
val,6106.tif,0.67669,23.8847,0.208436
val,6107.tif,0.626389,23.6168,0.254652
val,6108.tif,0.527089,21.0191,0.272288
val,6109.tif,0.592203,22.6709,0.254775
val,611.tif,0.566315,19.9384,0.261362
val,6110.tif,0.604111,22.0529,0.313686
val,6111.tif,0.668024,23.0847,0.229042
val,6112.tif,0.580376,21.8284,0.304353
val,6113.tif,0.65156,21.7943,0.263209
val,6114.tif,0.545445,19.5852,0.287429
val,6115.tif,0.650325,22.4599,0.285965
val,6116.tif,0.644062,22.2482,0.224301
val,6117.tif,0.654229,22.4233,0.293544
val,6118.tif,0.579691,20.3745,0.29773
val,6119.tif,0.619708,22.2743,0.282445
val,612.tif,0.51364,19.9981,0.26036
val,6120.tif,0.578332,20.747,0.319245
val,6121.tif,0.541059,21.6343,0.280534
val,6122.tif,0.576352,20.0349,0.297967
val,6123.tif,0.585349,21.4937,0.256522
val,6124.tif,0.51811,21.8516,0.270291
val,6125.tif,0.527124,21.6946,0.28269
val,6126.tif,0.616268,20.7301,0.293716
val,6127.tif,0.599272,21.0911,0.259432
val,6128.tif,0.602467,22.7876,0.283056
val,6129.tif,0.675663,24.6487,0.231219
val,613.tif,0.523951,18.5215,0.254893
val,6130.tif,0.48705,20.5886,0.311384
val,6131.tif,0.607928,21.8471,0.237306
val,6132.tif,0.618507,21.3767,0.264428
val,6133.tif,0.600873,23.0053,0.297875
val,6134.tif,0.653632,22.2932,0.253912
val,6135.tif,0.534691,21.1805,0.260057
val,6136.tif,0.554871,19.938,0.269917
val,6137.tif,0.549195,21.7328,0.245202
val,6138.tif,0.567759,20.9829,0.337058
val,6139.tif,0.677095,22.3996,0.251924
val,614.tif,0.55163,19.7257,0.274412
val,6140.tif,0.624504,22.0467,0.258112
val,6141.tif,0.604868,22.5344,0.232546
val,6142.tif,0.624148,22.6023,0.238764
val,6143.tif,0.578118,20.1459,0.281072
val,6144.tif,0.647971,23.6818,0.210308
val,6145.tif,0.69327,24.1527,0.246166
val,6146.tif,0.535368,21.6121,0.287514
val,6147.tif,0.606768,22.7368,0.253745
val,6148.tif,0.531762,20.1665,0.244159
val,6149.tif,0.582661,22.4504,0.234135
val,615.tif,0.546947,19.7994,0.268792
val,6150.tif,0.746154,24.3478,0.224141
val,6151.tif,0.521152,18.8825,0.27926
val,6152.tif,0.543388,20.7773,0.264315
val,6153.tif,0.580397,21.5358,0.240027
val,6154.tif,0.728792,23.9253,0.239539
val,6155.tif,0.560715,21.7631,0.284196
val,6156.tif,0.48555,19.1619,0.276617
val,6157.tif,0.620186,20.4498,0.313304
val,6158.tif,0.522476,20.5417,0.23836
val,6159.tif,0.666429,21.7404,0.235121
val,616.tif,0.534951,21.4661,0.278971
val,6160.tif,0.659767,22.9521,0.235987
val,6161.tif,0.790013,24.3614,0.23095
val,6162.tif,0.687491,24.0396,0.235782
val,6163.tif,0.64608,22.7571,0.272336
val,6164.tif,0.521724,20.8396,0.338804
val,6165.tif,0.519116,21.0944,0.244331
val,6166.tif,0.695055,24.5978,0.23672
val,6167.tif,0.652655,22.0759,0.262515
val,6168.tif,0.658089,21.4082,0.235369
val,6169.tif,0.683775,24.4197,0.248236
val,617.tif,0.624492,21.5626,0.278277
val,6170.tif,0.6268,22.2739,0.244476
val,6171.tif,0.621551,21.5602,0.269365
val,6172.tif,0.652198,23.9601,0.259219
val,6173.tif,0.494273,20.1725,0.262176
val,6174.tif,0.635944,24.0809,0.251411
val,6175.tif,0.537496,20.4142,0.265452
val,6176.tif,0.57708,21.2461,0.307092
val,6177.tif,0.615951,21.7727,0.281055
val,6178.tif,0.652788,23.3674,0.233221
val,6179.tif,0.533321,21.339,0.276236
val,618.tif,0.519768,18.2185,0.285505
val,6180.tif,0.666775,23.3039,0.246075
val,6181.tif,0.612375,22.7075,0.237904
val,6182.tif,0.578333,21.1816,0.282829
val,6183.tif,0.509186,19.9454,0.290743
val,6184.tif,0.526329,20.4474,0.277443
val,6185.tif,0.528108,21.773,0.306596
val,6186.tif,0.725326,24.3836,0.205947
val,6187.tif,0.686666,23.4722,0.231246
val,6188.tif,0.496201,20.6792,0.27347
val,6189.tif,0.59335,22.4108,0.237114
val,619.tif,0.648823,19.7376,0.218871
val,6190.tif,0.561571,20.1829,0.275504
val,6191.tif,0.58055,21.4388,0.26823
val,6192.tif,0.550884,20.8258,0.280713
val,6193.tif,0.757213,24.3349,0.274828
val,6194.tif,0.581639,21.8112,0.236866
val,6195.tif,0.625594,23.0218,0.325305
